,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",25195.005095067085
1,"(4, 0, 2, 1, 0, 1)",25197.74998576734
2,"(3, 0, 2, 1, 0, 1)",25198.397519194365
3,"(4, 0, 1, 1, 0, 1)",25212.152089496918
4,"(3, 0, 1, 1, 0, 1)",25212.869755900298
5,"(4, 0, 0, 1, 0, 1)",25213.781853450542
6,"(3, 0, 0, 1, 0, 1)",25215.273566367105
7,"(2, 0, 1, 1, 0, 1)",25218.75849848866
8,"(2, 0, 0, 1, 0, 1)",25228.726724973818
9,"(4, 0, 1, 1, 0, 0)",25361.701517753212
10,"(3, 0, 2, 1, 0, 0)",25366.586439332834
11,"(2, 0, 2, 1, 0, 0)",25366.634627233077
12,"(4, 0, 1, 0, 0, 1)",25371.095693789808
13,"(3, 0, 2, 0, 0, 1)",25374.117643682985
14,"(2, 0, 2, 0, 0, 1)",25376.009000456175
15,"(3, 0, 1, 1, 0, 0)",25378.644639556558
16,"(4, 0, 2, 1, 0, 0)",25382.043541121984
17,"(3, 0, 1, 0, 0, 1)",25385.70081778049
18,"(4, 0, 2, 0, 0, 1)",25390.024443885275
19,"(4, 0, 1, 0, 0, 0)",25456.630112642997
20,"(3, 0, 2, 0, 0, 0)",25463.270174545134
21,"(2, 0, 2, 0, 0, 0)",25466.341328548242
22,"(3, 0, 1, 0, 0, 0)",25478.200126467407
23,"(4, 0, 2, 0, 0, 0)",25479.068055094922
24,"(4, 0, 0, 1, 0, 0)",25580.487128044624
25,"(4, 0, 0, 0, 0, 1)",25590.275359142117
26,"(3, 0, 0, 1, 0, 0)",25618.83297457768
27,"(3, 0, 0, 0, 0, 1)",25630.573209756007
28,"(2, 0, 1, 1, 0, 0)",25654.437264313376
29,"(2, 0, 1, 0, 0, 1)",25668.325692666327
30,"(4, 0, 0, 0, 0, 0)",25678.80905088053
31,"(2, 0, 0, 1, 0, 0)",25689.58248524867
32,"(2, 0, 0, 0, 0, 1)",25705.07163967301
33,"(3, 0, 0, 0, 0, 0)",25724.679122495887
34,"(2, 0, 1, 0, 0, 0)",25770.395637676953
35,"(2, 0, 0, 0, 0, 0)",25814.527166137486
