,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",25887.657374533243
1,"(3, 0, 2, 1, 0, 1)",25891.73159077504
2,"(3, 0, 0, 1, 0, 1)",25900.198894618123
3,"(4, 0, 0, 1, 0, 1)",25901.52205736356
4,"(2, 0, 1, 1, 0, 1)",25903.244998015154
5,"(4, 0, 1, 1, 0, 1)",25903.396384879263
6,"(2, 0, 0, 1, 0, 1)",25909.078710432426
7,"(3, 0, 1, 1, 0, 1)",25911.16294056138
8,"(4, 0, 2, 1, 0, 1)",25912.72885357237
9,"(4, 0, 2, 1, 0, 0)",26166.494295213728
10,"(2, 0, 2, 1, 0, 0)",26170.863710886842
11,"(3, 0, 1, 1, 0, 0)",26171.74178731024
12,"(4, 0, 1, 1, 0, 0)",26175.005444757124
13,"(4, 0, 2, 0, 0, 1)",26183.027947214458
14,"(2, 0, 2, 0, 0, 1)",26190.563045428367
15,"(3, 0, 1, 0, 0, 1)",26190.77162141339
16,"(4, 0, 1, 0, 0, 1)",26192.595872358736
17,"(3, 0, 2, 1, 0, 0)",26197.254170844037
18,"(3, 0, 2, 0, 0, 1)",26208.95301382946
19,"(4, 0, 2, 0, 0, 0)",26272.774045072198
20,"(3, 0, 1, 0, 0, 0)",26287.671674214875
21,"(2, 0, 2, 0, 0, 0)",26289.64487477868
22,"(4, 0, 1, 0, 0, 0)",26289.64891614214
23,"(3, 0, 2, 0, 0, 0)",26291.06589991515
24,"(4, 0, 0, 1, 0, 0)",26602.380148086457
25,"(3, 0, 0, 1, 0, 0)",26627.420785729213
26,"(4, 0, 0, 0, 0, 1)",26632.056863410653
27,"(3, 0, 0, 0, 0, 1)",26656.67166650492
28,"(2, 0, 1, 1, 0, 0)",26677.760915578954
29,"(2, 0, 0, 1, 0, 0)",26693.370777002543
30,"(2, 0, 1, 0, 0, 1)",26706.40885984635
31,"(2, 0, 0, 0, 0, 1)",26722.48918805605
32,"(4, 0, 0, 0, 0, 0)",26753.37532785121
33,"(3, 0, 0, 0, 0, 0)",26774.107110578687
34,"(2, 0, 1, 0, 0, 0)",26820.810339801203
35,"(2, 0, 0, 0, 0, 0)",26838.8847795856
