,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",27602.978510728684
1,"(3, 0, 2, 1, 0, 1)",27605.287961386086
2,"(3, 0, 1, 1, 0, 1)",27609.213826860876
3,"(4, 0, 1, 1, 0, 1)",27611.436696683573
4,"(4, 0, 2, 1, 0, 1)",27623.4956080973
5,"(4, 0, 0, 1, 0, 1)",27624.37333029479
6,"(3, 0, 0, 1, 0, 1)",27639.1857745769
7,"(2, 0, 1, 1, 0, 1)",27654.365576890385
8,"(2, 0, 0, 1, 0, 1)",27662.846619259653
9,"(4, 0, 1, 1, 0, 0)",27962.31888964391
10,"(2, 0, 2, 1, 0, 0)",27981.674547298473
11,"(3, 0, 2, 1, 0, 0)",27982.664982055245
12,"(4, 0, 1, 0, 0, 1)",27983.643036984733
13,"(3, 0, 1, 1, 0, 0)",27996.49323757786
14,"(4, 0, 2, 1, 0, 0)",28003.701667548303
15,"(2, 0, 2, 0, 0, 1)",28004.348752181937
16,"(3, 0, 2, 0, 0, 1)",28005.06895210456
17,"(3, 0, 1, 0, 0, 1)",28019.94685245321
18,"(4, 0, 2, 0, 0, 1)",28025.473164948977
19,"(4, 0, 1, 0, 0, 0)",28084.959628148576
20,"(2, 0, 2, 0, 0, 0)",28110.383279958663
21,"(3, 0, 2, 0, 0, 0)",28111.36628834119
22,"(3, 0, 1, 0, 0, 0)",28128.880909570726
23,"(4, 0, 2, 0, 0, 0)",28132.325016915816
24,"(4, 0, 0, 1, 0, 0)",28332.698462473763
25,"(4, 0, 0, 0, 0, 1)",28354.068005657922
26,"(4, 0, 0, 0, 0, 0)",28444.62832911032
27,"(3, 0, 0, 1, 0, 0)",28462.452804656903
28,"(3, 0, 0, 0, 0, 1)",28491.253059232356
29,"(3, 0, 0, 0, 0, 0)",28599.845699529193
30,"(2, 0, 1, 1, 0, 0)",28660.848787668478
31,"(2, 0, 0, 1, 0, 0)",28670.817491989998
32,"(2, 0, 1, 0, 0, 1)",28704.999721289612
33,"(2, 0, 0, 0, 0, 1)",28715.000755636273
34,"(2, 0, 1, 0, 0, 0)",28842.56318425118
35,"(2, 0, 0, 0, 0, 0)",28855.589743659893
