,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",26128.511691474505
1,"(4, 0, 1, 1, 0, 1)",26128.707531360105
2,"(4, 0, 0, 1, 0, 1)",26130.497452255608
3,"(2, 0, 2, 1, 0, 1)",26135.733607223556
4,"(3, 0, 1, 1, 0, 1)",26136.675773851683
5,"(2, 0, 1, 1, 0, 1)",26139.590141863537
6,"(4, 0, 2, 1, 0, 1)",26141.16005768886
7,"(2, 0, 0, 1, 0, 1)",26146.607005996622
8,"(4, 0, 1, 1, 0, 0)",26550.19701065767
9,"(2, 0, 2, 1, 0, 0)",26552.329178942116
10,"(3, 0, 1, 1, 0, 0)",26552.829441683112
11,"(4, 0, 2, 1, 0, 0)",26558.391490924278
12,"(3, 0, 2, 1, 0, 0)",26560.57884486758
13,"(2, 0, 1, 1, 0, 0)",26571.36347646034
14,"(4, 0, 1, 0, 0, 1)",26571.937694008677
15,"(3, 0, 1, 0, 0, 1)",26578.01493439975
16,"(2, 0, 2, 0, 0, 1)",26578.037530697653
17,"(4, 0, 2, 0, 0, 1)",26582.017470232775
18,"(2, 0, 1, 0, 0, 1)",26584.97926119818
19,"(3, 0, 2, 0, 0, 1)",26586.93556756595
20,"(4, 0, 1, 0, 0, 0)",26705.779917791428
21,"(2, 0, 2, 0, 0, 0)",26710.006210465315
22,"(3, 0, 1, 0, 0, 0)",26711.228307186077
23,"(4, 0, 2, 0, 0, 0)",26715.0881360326
24,"(3, 0, 2, 0, 0, 0)",26723.558161869998
25,"(4, 0, 0, 1, 0, 0)",26947.0092792927
26,"(3, 0, 0, 1, 0, 0)",26962.066975945254
27,"(4, 0, 0, 0, 0, 1)",26980.411715893893
28,"(3, 0, 0, 0, 0, 1)",26994.347968432994
29,"(2, 0, 0, 1, 0, 0)",27063.58694155536
30,"(2, 0, 0, 0, 0, 1)",27093.910386850188
31,"(4, 0, 0, 0, 0, 0)",27129.159442318865
32,"(3, 0, 0, 0, 0, 0)",27138.107166125454
33,"(2, 0, 0, 0, 0, 0)",27232.610803414358
34,"(2, 0, 1, 0, 0, 0)",27255.91269578845
