,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",24413.253301225956
1,"(3, 0, 1, 1, 0, 1)",24416.717951035243
2,"(4, 0, 1, 1, 0, 1)",24419.61092566126
3,"(4, 0, 2, 1, 0, 1)",24421.154087730687
4,"(3, 0, 0, 1, 0, 1)",24427.953494139227
5,"(4, 0, 0, 1, 0, 1)",24428.752637846468
6,"(2, 0, 1, 1, 0, 1)",24429.793233479733
7,"(2, 0, 0, 1, 0, 1)",24436.58781862594
8,"(3, 0, 2, 1, 0, 1)",24458.771543075378
9,"(4, 0, 1, 1, 0, 0)",24835.477823090776
10,"(3, 0, 1, 1, 0, 0)",24844.802088492652
11,"(4, 0, 2, 1, 0, 0)",24845.659062466886
12,"(2, 0, 2, 1, 0, 0)",24846.243271355535
13,"(4, 0, 1, 0, 0, 1)",24857.925804917588
14,"(4, 0, 2, 0, 0, 1)",24866.152109687693
15,"(3, 0, 1, 0, 0, 1)",24867.889366509677
16,"(2, 0, 2, 0, 0, 1)",24869.34784243489
17,"(3, 0, 2, 1, 0, 0)",24885.188770065466
18,"(3, 0, 2, 0, 0, 1)",24905.53311639979
19,"(4, 0, 1, 0, 0, 0)",24984.77976970433
20,"(4, 0, 2, 0, 0, 0)",24988.867433072664
21,"(2, 0, 2, 0, 0, 0)",24991.45665932732
22,"(3, 0, 1, 0, 0, 0)",24994.08197902754
23,"(3, 0, 2, 0, 0, 0)",25039.844785574925
24,"(4, 0, 0, 1, 0, 0)",25251.72355501944
25,"(4, 0, 0, 0, 0, 1)",25283.85968181793
26,"(3, 0, 0, 1, 0, 0)",25328.79733082647
27,"(3, 0, 0, 0, 0, 1)",25368.603217230266
28,"(4, 0, 0, 0, 0, 0)",25426.41526297428
29,"(2, 0, 0, 1, 0, 0)",25460.930776577858
30,"(2, 0, 1, 1, 0, 0)",25465.72044875364
31,"(2, 0, 0, 0, 0, 1)",25510.6951605138
32,"(2, 0, 1, 0, 0, 1)",25516.626765527588
33,"(3, 0, 0, 0, 0, 0)",25524.390422499648
34,"(2, 0, 1, 0, 0, 0)",25681.113051435026
35,"(2, 0, 0, 0, 0, 0)",25681.194014642235
