,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",20083.33746023426
1,"(3, 0, 2, 1, 0, 1)",20093.34489385486
2,"(3, 0, 0, 1, 0, 1)",20096.71716980587
3,"(3, 0, 1, 1, 0, 1)",20097.830705934444
4,"(4, 0, 0, 1, 0, 1)",20098.05211432792
5,"(2, 0, 1, 1, 0, 1)",20099.710335066666
6,"(4, 0, 1, 1, 0, 1)",20100.218269451034
7,"(4, 0, 2, 1, 0, 1)",20109.402823737528
8,"(2, 0, 0, 1, 0, 1)",20113.562494820162
9,"(2, 0, 2, 1, 0, 0)",20536.15319965501
10,"(3, 0, 2, 1, 0, 0)",20542.17288529039
11,"(4, 0, 1, 1, 0, 0)",20543.05955955669
12,"(3, 0, 1, 1, 0, 0)",20555.67971772963
13,"(4, 0, 2, 1, 0, 0)",20558.99314174895
14,"(2, 0, 2, 0, 0, 1)",20607.92568310822
15,"(4, 0, 1, 0, 0, 1)",20613.15741284367
16,"(3, 0, 2, 0, 0, 1)",20613.344973830775
17,"(3, 0, 1, 0, 0, 1)",20631.64646264894
18,"(4, 0, 2, 0, 0, 1)",20636.71278726379
19,"(4, 0, 0, 1, 0, 0)",20810.70444095993
20,"(2, 0, 2, 0, 0, 0)",20831.78217476686
21,"(3, 0, 2, 0, 0, 0)",20834.002067722402
22,"(3, 0, 0, 1, 0, 0)",20834.22369203954
23,"(4, 0, 1, 0, 0, 0)",20837.498269186803
24,"(3, 0, 1, 0, 0, 0)",20862.954847179386
25,"(4, 0, 2, 0, 0, 0)",20866.715341820134
26,"(2, 0, 1, 1, 0, 0)",20890.476366906438
27,"(4, 0, 0, 0, 0, 1)",20905.5059895782
28,"(3, 0, 0, 0, 0, 1)",20926.495829731564
29,"(2, 0, 0, 1, 0, 0)",20936.830125137305
30,"(2, 0, 1, 0, 0, 1)",20990.46434206025
31,"(2, 0, 0, 0, 0, 1)",21046.64167620258
32,"(4, 0, 0, 0, 0, 0)",21151.237351165826
33,"(3, 0, 0, 0, 0, 0)",21163.088425953156
34,"(2, 0, 1, 0, 0, 0)",21231.15586018452
35,"(2, 0, 0, 0, 0, 0)",21301.688482270398
