,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",22900.065069956763
1,"(3, 0, 0, 1, 0, 1)",22900.659737105987
2,"(4, 0, 0, 1, 0, 1)",22902.223329192027
3,"(3, 0, 2, 1, 0, 1)",22904.19441606066
4,"(2, 0, 2, 1, 0, 1)",22904.808962839303
5,"(4, 0, 1, 1, 0, 1)",22905.832078421714
6,"(3, 0, 1, 1, 0, 1)",22911.736066741178
7,"(2, 0, 0, 1, 0, 1)",22916.17434346405
8,"(4, 0, 2, 1, 0, 1)",22919.50744016035
9,"(4, 0, 2, 1, 0, 0)",23480.796535887843
10,"(2, 0, 2, 1, 0, 0)",23505.55280113397
11,"(4, 0, 2, 0, 0, 1)",23525.06274052193
12,"(2, 0, 2, 0, 0, 1)",23534.7126379068
13,"(3, 0, 0, 1, 0, 0)",23825.483021244552
14,"(3, 0, 1, 1, 0, 0)",23827.271783773795
15,"(4, 0, 0, 1, 0, 0)",23827.378815063243
16,"(4, 0, 1, 1, 0, 0)",23829.46898783457
17,"(2, 0, 1, 1, 0, 0)",23829.848777680494
18,"(3, 0, 2, 1, 0, 0)",23833.84637970008
19,"(2, 0, 0, 1, 0, 0)",23856.052898358914
20,"(4, 0, 1, 0, 0, 1)",23870.89382139607
21,"(3, 0, 0, 0, 0, 1)",23873.387375886276
22,"(2, 0, 1, 0, 0, 1)",23874.722440510235
23,"(3, 0, 1, 0, 0, 1)",23875.281531104734
24,"(4, 0, 0, 0, 0, 1)",23875.32183799132
25,"(3, 0, 2, 0, 0, 1)",23878.72196070772
26,"(2, 0, 0, 0, 0, 1)",23898.040179623324
27,"(2, 0, 1, 0, 0, 0)",24042.740690248836
28,"(4, 0, 1, 0, 0, 0)",24043.39522561821
29,"(3, 0, 1, 0, 0, 0)",24043.597630445875
30,"(3, 0, 2, 0, 0, 0)",24043.840343655505
31,"(3, 0, 0, 0, 0, 0)",24044.979199482073
32,"(2, 0, 2, 0, 0, 0)",24045.037342029453
33,"(4, 0, 0, 0, 0, 0)",24045.34566083772
34,"(4, 0, 2, 0, 0, 0)",24045.391530530687
35,"(2, 0, 0, 0, 0, 0)",24058.34765648519
