,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",26908.905905904325
1,"(2, 0, 2, 1, 0, 1)",26909.02347727905
2,"(4, 0, 1, 1, 0, 1)",26925.674473589133
3,"(3, 0, 0, 1, 0, 1)",26926.20834998471
4,"(4, 0, 2, 1, 0, 1)",26926.838683647773
5,"(3, 0, 1, 1, 0, 1)",26927.20506643333
6,"(4, 0, 0, 1, 0, 1)",26927.2580813101
7,"(2, 0, 1, 1, 0, 1)",26931.364096825768
8,"(2, 0, 0, 1, 0, 1)",26943.766272635512
9,"(4, 0, 2, 1, 0, 0)",27326.946677749507
10,"(2, 0, 2, 1, 0, 0)",27327.30441065399
11,"(4, 0, 1, 1, 0, 0)",27329.13471915172
12,"(3, 0, 2, 1, 0, 0)",27329.790377829126
13,"(3, 0, 1, 1, 0, 0)",27336.966636772202
14,"(4, 0, 2, 0, 0, 1)",27343.56954650708
15,"(2, 0, 2, 0, 0, 1)",27350.777090875425
16,"(4, 0, 1, 0, 0, 1)",27353.391613658227
17,"(3, 0, 2, 0, 0, 1)",27353.44764082524
18,"(3, 0, 1, 0, 0, 1)",27360.002937909798
19,"(4, 0, 2, 0, 0, 0)",27451.035558258387
20,"(2, 0, 2, 0, 0, 0)",27471.633507872335
21,"(4, 0, 1, 0, 0, 0)",27473.633525061392
22,"(3, 0, 1, 0, 0, 0)",27478.345296869695
23,"(3, 0, 2, 0, 0, 0)",27478.478462294934
24,"(4, 0, 0, 1, 0, 0)",27748.916864323102
25,"(3, 0, 0, 1, 0, 0)",27778.87427586717
26,"(4, 0, 0, 0, 0, 1)",27784.644567813455
27,"(3, 0, 0, 0, 0, 1)",27815.808418325894
28,"(2, 0, 1, 1, 0, 0)",27860.898703889754
29,"(2, 0, 0, 1, 0, 0)",27890.35245592865
30,"(2, 0, 1, 0, 0, 1)",27900.533319172744
31,"(2, 0, 0, 0, 0, 1)",27930.453360825166
32,"(4, 0, 0, 0, 0, 0)",27934.964255283056
33,"(3, 0, 0, 0, 0, 0)",27969.641922006525
34,"(2, 0, 1, 0, 0, 0)",28054.253153804297
35,"(2, 0, 0, 0, 0, 0)",28085.318162813997
