,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",26265.456818299645
1,"(2, 0, 2, 1, 0, 1)",26265.55703578568
2,"(3, 0, 0, 1, 0, 1)",26270.146167004703
3,"(4, 0, 0, 1, 0, 1)",26271.788842942748
4,"(3, 0, 1, 1, 0, 1)",26271.891766713405
5,"(4, 0, 1, 1, 0, 1)",26274.142264455233
6,"(2, 0, 1, 1, 0, 1)",26277.542233481625
7,"(4, 0, 2, 1, 0, 1)",26293.526482321387
8,"(2, 0, 0, 1, 0, 1)",26300.625160936295
9,"(3, 0, 2, 1, 0, 0)",26933.89656150289
10,"(2, 0, 2, 1, 0, 0)",26934.585189309724
11,"(4, 0, 1, 1, 0, 0)",26939.72367383424
12,"(4, 0, 2, 1, 0, 0)",26942.206716320547
13,"(3, 0, 1, 1, 0, 0)",26951.31104018346
14,"(3, 0, 2, 0, 0, 1)",27013.205380481028
15,"(2, 0, 2, 0, 0, 1)",27016.110671769995
16,"(4, 0, 2, 0, 0, 1)",27016.89263114086
17,"(4, 0, 1, 0, 0, 1)",27021.244512127414
18,"(3, 0, 1, 0, 0, 1)",27032.63421085882
19,"(4, 0, 0, 1, 0, 0)",27240.972490994838
20,"(3, 0, 0, 1, 0, 0)",27247.70858742261
21,"(4, 0, 2, 0, 0, 0)",27257.346093944234
22,"(3, 0, 2, 0, 0, 0)",27262.96212355825
23,"(2, 0, 2, 0, 0, 0)",27266.67428330369
24,"(2, 0, 1, 1, 0, 0)",27283.085023129002
25,"(3, 0, 1, 0, 0, 0)",27283.71095563353
26,"(2, 0, 0, 1, 0, 0)",27332.178436097747
27,"(4, 0, 0, 0, 0, 1)",27346.86742419057
28,"(3, 0, 0, 0, 0, 1)",27352.07772730311
29,"(2, 0, 1, 0, 0, 1)",27385.069180460196
30,"(2, 0, 0, 0, 0, 1)",27438.53997068749
31,"(4, 0, 0, 0, 0, 0)",27632.476647329364
32,"(3, 0, 0, 0, 0, 0)",27634.934914264162
33,"(4, 0, 1, 0, 0, 0)",27637.607410500506
34,"(2, 0, 1, 0, 0, 0)",27665.100944071884
35,"(2, 0, 0, 0, 0, 0)",27726.431035185506
