,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",27247.578089250354
1,"(3, 0, 2, 1, 0, 1)",27250.3303202603
2,"(2, 0, 2, 1, 0, 1)",27267.77847002203
3,"(2, 0, 0, 1, 0, 1)",27276.34780723536
4,"(3, 0, 1, 1, 0, 1)",27278.21419738496
5,"(2, 0, 1, 1, 0, 1)",27278.45020164143
6,"(3, 0, 0, 1, 0, 1)",27279.222124454205
7,"(4, 0, 0, 1, 0, 1)",27279.687813611978
8,"(4, 0, 1, 1, 0, 1)",27285.3413226272
9,"(2, 0, 2, 1, 0, 0)",27688.61359794611
10,"(3, 0, 1, 1, 0, 0)",27690.885959679792
11,"(4, 0, 2, 1, 0, 0)",27695.461876783073
12,"(4, 0, 1, 1, 0, 0)",27695.87092980954
13,"(3, 0, 2, 1, 0, 0)",27699.412174138168
14,"(2, 0, 1, 1, 0, 0)",27706.302826921266
15,"(2, 0, 2, 0, 0, 1)",27722.391091493126
16,"(3, 0, 1, 0, 0, 1)",27722.716216489414
17,"(4, 0, 2, 0, 0, 1)",27726.169784273407
18,"(2, 0, 1, 0, 0, 1)",27726.234016215305
19,"(4, 0, 1, 0, 0, 1)",27726.451899190928
20,"(3, 0, 2, 0, 0, 1)",27728.381813106105
21,"(3, 0, 1, 0, 0, 0)",27899.56477263437
22,"(2, 0, 2, 0, 0, 0)",27899.59322380144
23,"(4, 0, 2, 0, 0, 0)",27900.817188881192
24,"(4, 0, 1, 0, 0, 0)",27901.564375765338
25,"(2, 0, 1, 0, 0, 0)",27905.03028582932
26,"(3, 0, 2, 0, 0, 0)",27906.9183300288
27,"(4, 0, 0, 1, 0, 0)",28136.459531190194
28,"(3, 0, 0, 1, 0, 0)",28158.566572410615
29,"(4, 0, 0, 0, 0, 1)",28174.176677027957
30,"(3, 0, 0, 0, 0, 1)",28194.94374348963
31,"(2, 0, 0, 1, 0, 0)",28198.60608305811
32,"(2, 0, 0, 0, 0, 1)",28234.572746577167
33,"(4, 0, 0, 0, 0, 0)",28354.583621645823
34,"(3, 0, 0, 0, 0, 0)",28369.314628316402
35,"(2, 0, 0, 0, 0, 0)",28407.19198831695
