,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",24279.599213737423
1,"(3, 0, 1, 1, 0, 1)",24302.784204836153
2,"(3, 0, 0, 1, 0, 1)",24303.444079496567
3,"(2, 0, 1, 1, 0, 1)",24303.497343545056
4,"(2, 0, 0, 1, 0, 1)",24305.14002691388
5,"(2, 0, 2, 1, 0, 1)",24305.31937937853
6,"(4, 0, 0, 1, 0, 1)",24305.430664617656
7,"(4, 0, 1, 1, 0, 1)",24305.44013099945
8,"(3, 0, 2, 1, 0, 1)",24307.266525863444
9,"(4, 0, 2, 1, 0, 0)",24667.380213563425
10,"(3, 0, 1, 1, 0, 0)",24667.90628963043
11,"(4, 0, 1, 1, 0, 0)",24670.5728263843
12,"(2, 0, 2, 1, 0, 0)",24672.47604708071
13,"(4, 0, 2, 0, 0, 1)",24695.853061204336
14,"(3, 0, 1, 0, 0, 1)",24698.265314357348
15,"(4, 0, 1, 0, 0, 1)",24699.57937449691
16,"(2, 0, 2, 0, 0, 1)",24700.295432520245
17,"(3, 0, 2, 0, 0, 1)",24713.814799556254
18,"(3, 0, 2, 1, 0, 0)",24799.036908891776
19,"(4, 0, 2, 0, 0, 0)",24849.76098127929
20,"(3, 0, 1, 0, 0, 0)",24855.273099697915
21,"(4, 0, 1, 0, 0, 0)",24856.89256019417
22,"(2, 0, 2, 0, 0, 0)",24860.25219540816
23,"(3, 0, 2, 0, 0, 0)",24896.557380048722
24,"(4, 0, 0, 1, 0, 0)",25084.246481748025
25,"(3, 0, 0, 1, 0, 0)",25119.15091890777
26,"(4, 0, 0, 0, 0, 1)",25130.829695236094
27,"(2, 0, 1, 1, 0, 0)",25162.50331642412
28,"(3, 0, 0, 0, 0, 1)",25169.943778130113
29,"(2, 0, 0, 1, 0, 0)",25182.330170063513
30,"(2, 0, 1, 0, 0, 1)",25216.014594197353
31,"(2, 0, 0, 0, 0, 1)",25237.097774541537
32,"(4, 0, 0, 0, 0, 0)",25315.230757176956
33,"(3, 0, 0, 0, 0, 0)",25362.373753794545
34,"(2, 0, 1, 0, 0, 0)",25411.679867662737
35,"(2, 0, 0, 0, 0, 0)",25436.61665737774
