,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",28132.549627772813
1,"(3, 0, 2, 1, 0, 1)",28135.80150167784
2,"(2, 0, 1, 1, 0, 1)",28136.141099638888
3,"(3, 0, 0, 1, 0, 1)",28136.90649700846
4,"(2, 0, 2, 1, 0, 1)",28137.94765628041
5,"(4, 0, 0, 1, 0, 1)",28138.25460771489
6,"(3, 0, 1, 1, 0, 1)",28139.196492001545
7,"(4, 0, 1, 1, 0, 1)",28140.56142078305
8,"(2, 0, 0, 1, 0, 1)",28151.306441853536
9,"(2, 0, 2, 1, 0, 0)",28820.266037954752
10,"(3, 0, 1, 1, 0, 0)",28822.846775500522
11,"(4, 0, 1, 1, 0, 0)",28824.968893092697
12,"(4, 0, 2, 1, 0, 0)",28826.29118934931
13,"(2, 0, 2, 0, 0, 1)",28897.36784601391
14,"(3, 0, 1, 0, 0, 1)",28898.830074609494
15,"(4, 0, 2, 0, 0, 1)",28902.70369312121
16,"(4, 0, 1, 0, 0, 1)",28904.082174008166
17,"(3, 0, 2, 1, 0, 0)",28935.926931151567
18,"(3, 0, 2, 0, 0, 1)",28937.419057991185
19,"(4, 0, 2, 0, 0, 0)",29141.01543738484
20,"(2, 0, 2, 0, 0, 0)",29144.274052138328
21,"(4, 0, 0, 1, 0, 0)",29223.871465981818
22,"(3, 0, 0, 1, 0, 0)",29228.70846154793
23,"(3, 0, 2, 0, 0, 0)",29235.97660405659
24,"(2, 0, 1, 1, 0, 0)",29250.905773271115
25,"(2, 0, 0, 1, 0, 0)",29289.940748728142
26,"(4, 0, 0, 0, 0, 1)",29342.579983931897
27,"(3, 0, 0, 0, 0, 1)",29347.08353713377
28,"(2, 0, 1, 0, 0, 1)",29363.758387757993
29,"(2, 0, 0, 0, 0, 1)",29408.05675400598
30,"(4, 0, 0, 0, 0, 0)",29641.87499808738
31,"(4, 0, 1, 0, 0, 0)",29644.976379253767
32,"(3, 0, 0, 0, 0, 0)",29646.179345748886
33,"(3, 0, 1, 0, 0, 0)",29652.26633039689
34,"(2, 0, 1, 0, 0, 0)",29652.283998964595
35,"(2, 0, 0, 0, 0, 0)",29703.729534286773
