,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",18560.485000162214
1,"(2, 0, 2, 1, 0, 1)",18560.750227309894
2,"(4, 0, 0, 1, 0, 1)",18561.949583640147
3,"(3, 0, 0, 1, 0, 1)",18562.476446052984
4,"(4, 0, 1, 1, 0, 1)",18563.929293073135
5,"(4, 0, 2, 1, 0, 1)",18565.061856679655
6,"(3, 0, 2, 1, 0, 1)",18566.28433114307
7,"(3, 0, 1, 1, 0, 1)",18570.303483715164
8,"(2, 0, 0, 1, 0, 1)",18572.31061849768
9,"(2, 0, 2, 1, 0, 0)",19280.245613356557
10,"(4, 0, 1, 1, 0, 0)",19284.106860957574
11,"(4, 0, 2, 1, 0, 0)",19286.915683161576
12,"(3, 0, 1, 1, 0, 0)",19290.15361918407
13,"(3, 0, 2, 1, 0, 0)",19317.507557158642
14,"(4, 0, 2, 0, 0, 1)",19362.260753685245
15,"(3, 0, 2, 0, 0, 1)",19369.421757783286
16,"(3, 0, 1, 0, 0, 1)",19376.007770426255
17,"(4, 0, 1, 0, 0, 1)",19378.820730498035
18,"(2, 0, 2, 0, 0, 1)",19379.44931246034
19,"(4, 0, 0, 1, 0, 0)",19522.600564124907
20,"(3, 0, 0, 1, 0, 0)",19523.480902305313
21,"(2, 0, 1, 1, 0, 0)",19532.936916907758
22,"(2, 0, 0, 1, 0, 0)",19569.77352548057
23,"(4, 0, 0, 0, 0, 1)",19643.89282884387
24,"(3, 0, 0, 0, 0, 1)",19646.67090449083
25,"(2, 0, 1, 0, 0, 1)",19659.532448022364
26,"(4, 0, 2, 0, 0, 0)",19669.084128281847
27,"(3, 0, 2, 0, 0, 0)",19681.274424481657
28,"(3, 0, 1, 0, 0, 0)",19692.877371871684
29,"(4, 0, 1, 0, 0, 0)",19694.491122974316
30,"(2, 0, 0, 0, 0, 1)",19702.85059813054
31,"(2, 0, 2, 0, 0, 0)",19717.02807546519
32,"(4, 0, 0, 0, 0, 0)",19994.563313236264
33,"(3, 0, 0, 0, 0, 0)",20001.342292030284
34,"(2, 0, 1, 0, 0, 0)",20019.88600412632
35,"(2, 0, 0, 0, 0, 0)",20075.593742140387
