,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",26609.848666156817
1,"(4, 0, 0, 1, 0, 1)",26613.726317367
2,"(3, 0, 2, 1, 0, 1)",26614.713589702253
3,"(3, 0, 0, 1, 0, 1)",26615.701500837757
4,"(4, 0, 1, 1, 0, 1)",26618.22013376719
5,"(4, 0, 2, 1, 0, 1)",26618.374227196957
6,"(2, 0, 2, 1, 0, 1)",26626.761356548763
7,"(3, 0, 1, 1, 0, 1)",26630.877850088993
8,"(2, 0, 0, 1, 0, 1)",26643.620191038794
9,"(4, 0, 1, 1, 0, 0)",27943.567610712304
10,"(2, 0, 2, 1, 0, 0)",27944.884823755172
11,"(3, 0, 0, 1, 0, 0)",27946.21185794013
12,"(3, 0, 1, 1, 0, 0)",27946.699332566364
13,"(4, 0, 0, 1, 0, 0)",27947.28984907687
14,"(3, 0, 2, 1, 0, 0)",27947.77231464544
15,"(4, 0, 2, 1, 0, 0)",27947.887291288924
16,"(2, 0, 1, 1, 0, 0)",27950.82265412562
17,"(2, 0, 0, 1, 0, 0)",27998.27430937493
18,"(2, 0, 1, 0, 0, 1)",28091.972928430565
19,"(2, 0, 2, 0, 0, 1)",28092.33144491796
20,"(3, 0, 1, 0, 0, 1)",28092.348236282905
21,"(4, 0, 0, 0, 0, 1)",28092.54999649951
22,"(3, 0, 2, 0, 0, 1)",28094.321442554166
23,"(4, 0, 1, 0, 0, 1)",28094.327198282404
24,"(3, 0, 0, 0, 0, 1)",28094.885782740428
25,"(4, 0, 2, 0, 0, 1)",28095.302841413322
26,"(2, 0, 0, 0, 0, 1)",28134.964435220096
27,"(4, 0, 2, 0, 0, 0)",28376.61065378892
28,"(4, 0, 1, 0, 0, 0)",28395.077050682146
29,"(4, 0, 0, 0, 0, 0)",28395.230442760076
30,"(2, 0, 1, 0, 0, 0)",28396.635852754884
31,"(3, 0, 1, 0, 0, 0)",28398.529552610467
32,"(2, 0, 2, 0, 0, 0)",28398.539105697022
33,"(3, 0, 2, 0, 0, 0)",28400.00832575344
34,"(3, 0, 0, 0, 0, 0)",28404.68157151311
35,"(2, 0, 0, 0, 0, 0)",28429.341385124888
