,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",29380.588613257347
1,"(4, 0, 1, 1, 0, 1)",29385.160450597345
2,"(2, 0, 0, 1, 0, 1)",29399.997997360424
3,"(2, 0, 1, 1, 0, 1)",29400.055472087664
4,"(3, 0, 0, 1, 0, 1)",29400.242359527365
5,"(4, 0, 0, 1, 0, 1)",29401.614986995468
6,"(2, 0, 2, 1, 0, 1)",29402.528296941528
7,"(3, 0, 1, 1, 0, 1)",29402.78852550461
8,"(3, 0, 2, 1, 0, 1)",29412.544391141604
9,"(4, 0, 2, 1, 0, 0)",30238.39689162785
10,"(2, 0, 2, 1, 0, 0)",30258.815802162935
11,"(3, 0, 2, 1, 0, 0)",30274.60674991474
12,"(4, 0, 1, 1, 0, 0)",30438.55615163633
13,"(3, 0, 1, 1, 0, 0)",30441.377978485983
14,"(4, 0, 0, 1, 0, 0)",30444.133183288286
15,"(3, 0, 0, 1, 0, 0)",30455.210142608492
16,"(2, 0, 1, 1, 0, 0)",30462.40981534476
17,"(2, 0, 0, 1, 0, 0)",30472.99985612659
18,"(3, 0, 1, 0, 0, 1)",30499.524668308517
19,"(3, 0, 2, 0, 0, 1)",30499.77053536088
20,"(2, 0, 2, 0, 0, 1)",30509.17434135802
21,"(4, 0, 2, 0, 0, 1)",30550.06858624764
22,"(4, 0, 1, 0, 0, 1)",30747.711033298478
23,"(4, 0, 0, 0, 0, 1)",30763.959998259314
24,"(3, 0, 0, 0, 0, 1)",30793.34001878015
25,"(2, 0, 1, 0, 0, 1)",30806.428542090565
26,"(2, 0, 0, 0, 0, 1)",30820.346788908708
27,"(3, 0, 2, 0, 0, 0)",31165.71419797669
28,"(3, 0, 1, 0, 0, 0)",31166.07038978475
29,"(4, 0, 2, 0, 0, 0)",31320.92439680609
30,"(4, 0, 1, 0, 0, 0)",31450.917050436827
31,"(4, 0, 0, 0, 0, 0)",31476.648143561302
32,"(3, 0, 0, 0, 0, 0)",31537.778037195818
33,"(2, 0, 1, 0, 0, 0)",31554.44882626156
34,"(2, 0, 2, 0, 0, 0)",31555.95975744342
35,"(2, 0, 0, 0, 0, 0)",31568.49154693101
