,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",33708.10437644304
1,"(4, 0, 2, 1, 0, 1)",33709.33613405428
2,"(3, 0, 1, 1, 0, 1)",33713.62487124455
3,"(4, 0, 1, 1, 0, 1)",33716.24167181045
4,"(3, 0, 0, 1, 0, 1)",33717.32983078414
5,"(2, 0, 1, 1, 0, 1)",33717.544867773395
6,"(2, 0, 2, 1, 0, 1)",33719.05964203486
7,"(4, 0, 0, 1, 0, 1)",33719.25518382768
8,"(2, 0, 0, 1, 0, 1)",33720.16355295656
9,"(3, 0, 1, 1, 0, 0)",34587.91837622364
10,"(4, 0, 2, 1, 0, 0)",34592.21006193311
11,"(2, 0, 2, 1, 0, 0)",34592.78795867854
12,"(4, 0, 1, 1, 0, 0)",34594.103727121976
13,"(3, 0, 2, 1, 0, 0)",34635.166572618655
14,"(2, 0, 2, 0, 0, 1)",34733.27480431297
15,"(3, 0, 1, 0, 0, 1)",34736.11781657124
16,"(4, 0, 2, 0, 0, 1)",34739.539228365604
17,"(4, 0, 1, 0, 0, 1)",34744.932648987095
18,"(3, 0, 2, 0, 0, 1)",34811.8832709029
19,"(4, 0, 0, 1, 0, 0)",35005.36686888992
20,"(2, 0, 2, 0, 0, 0)",35043.627728087245
21,"(4, 0, 2, 0, 0, 0)",35043.736577895834
22,"(3, 0, 0, 1, 0, 0)",35043.830084224785
23,"(3, 0, 1, 0, 0, 0)",35043.95147494139
24,"(3, 0, 2, 0, 0, 0)",35044.00035207053
25,"(4, 0, 1, 0, 0, 0)",35045.38828145726
26,"(2, 0, 1, 1, 0, 0)",35113.1322783876
27,"(2, 0, 0, 1, 0, 0)",35119.779779389355
28,"(4, 0, 0, 0, 0, 1)",35171.324608882096
29,"(3, 0, 0, 0, 0, 1)",35217.35312427784
30,"(2, 0, 1, 0, 0, 1)",35282.916049575804
31,"(2, 0, 0, 0, 0, 1)",35300.3451445637
32,"(4, 0, 0, 0, 0, 0)",35485.06964567135
33,"(3, 0, 0, 0, 0, 0)",35541.10554770366
34,"(2, 0, 1, 0, 0, 0)",35598.91775118841
35,"(2, 0, 0, 0, 0, 0)",35630.2291285858
