,parameters,aic
0,"(3, 0, 2, 1, 0, 1)",24786.80074423078
1,"(2, 0, 2, 1, 0, 1)",24792.083820518903
2,"(3, 0, 0, 1, 0, 1)",24796.24468219386
3,"(4, 0, 0, 1, 0, 1)",24797.39660331506
4,"(3, 0, 1, 1, 0, 1)",24797.697729249918
5,"(4, 0, 1, 1, 0, 1)",24798.015286730053
6,"(4, 0, 2, 1, 0, 1)",24798.32794069702
7,"(2, 0, 1, 1, 0, 1)",24799.77045106571
8,"(2, 0, 0, 1, 0, 1)",24805.633719898084
9,"(4, 0, 2, 1, 0, 0)",25019.224407264006
10,"(2, 0, 2, 1, 0, 0)",25020.419420155056
11,"(4, 0, 1, 1, 0, 0)",25021.024520675404
12,"(3, 0, 1, 1, 0, 0)",25025.86947214708
13,"(4, 0, 2, 0, 0, 1)",25028.31965791517
14,"(4, 0, 1, 0, 0, 1)",25029.739557791036
15,"(2, 0, 2, 0, 0, 1)",25031.53703955713
16,"(3, 0, 1, 0, 0, 1)",25034.047903616716
17,"(3, 0, 2, 1, 0, 0)",25041.879575489776
18,"(3, 0, 2, 0, 0, 1)",25051.241987358124
19,"(4, 0, 2, 0, 0, 0)",25127.729179204922
20,"(4, 0, 1, 0, 0, 0)",25131.198172063614
21,"(2, 0, 2, 0, 0, 0)",25134.595796426067
22,"(3, 0, 1, 0, 0, 0)",25137.4007376194
23,"(3, 0, 2, 0, 0, 0)",25153.656686124308
24,"(4, 0, 0, 1, 0, 0)",25400.19710716938
25,"(4, 0, 0, 0, 0, 1)",25416.863462493442
26,"(3, 0, 0, 1, 0, 0)",25429.803754229524
27,"(3, 0, 0, 0, 0, 1)",25447.229817517815
28,"(2, 0, 0, 1, 0, 0)",25515.12166849917
29,"(2, 0, 1, 1, 0, 0)",25516.17498521836
30,"(4, 0, 0, 0, 0, 0)",25532.336831953242
31,"(2, 0, 0, 0, 0, 1)",25535.128633071607
32,"(2, 0, 1, 0, 0, 1)",25537.523939584964
33,"(3, 0, 0, 0, 0, 0)",25567.356774752214
34,"(2, 0, 0, 0, 0, 0)",25665.81287629545
35,"(2, 0, 1, 0, 0, 0)",25670.772138446453
