,parameters,aic
0,"(3, 0, 0, 1, 0, 1)",24181.595506777256
1,"(4, 0, 0, 1, 0, 1)",24181.8447551827
2,"(3, 0, 1, 1, 0, 1)",24182.843980336598
3,"(4, 0, 1, 1, 0, 1)",24183.905635326322
4,"(2, 0, 2, 1, 0, 1)",24184.2739291409
5,"(3, 0, 2, 1, 0, 1)",24184.39656623017
6,"(2, 0, 1, 1, 0, 1)",24184.437136864115
7,"(4, 0, 2, 1, 0, 1)",24185.503967525277
8,"(2, 0, 0, 1, 0, 1)",24191.292851304846
9,"(4, 0, 0, 1, 0, 0)",25174.361972229715
10,"(3, 0, 1, 1, 0, 0)",25174.938033163402
11,"(3, 0, 0, 1, 0, 0)",25175.28881174458
12,"(4, 0, 1, 1, 0, 0)",25175.77613538812
13,"(3, 0, 2, 1, 0, 0)",25175.892522182887
14,"(4, 0, 2, 1, 0, 0)",25177.729477962464
15,"(2, 0, 1, 1, 0, 0)",25184.415229197108
16,"(2, 0, 2, 1, 0, 0)",25189.109463313966
17,"(2, 0, 0, 1, 0, 0)",25203.871665889747
18,"(3, 0, 0, 0, 0, 1)",25251.87911182173
19,"(4, 0, 0, 0, 0, 1)",25251.993606958138
20,"(3, 0, 2, 0, 0, 1)",25252.47748042654
21,"(3, 0, 1, 0, 0, 1)",25252.6227384438
22,"(4, 0, 1, 0, 0, 1)",25252.992690815576
23,"(4, 0, 2, 0, 0, 1)",25254.63789123161
24,"(2, 0, 1, 0, 0, 1)",25258.69048744141
25,"(2, 0, 2, 0, 0, 1)",25260.743935064624
26,"(2, 0, 0, 0, 0, 1)",25276.861696578715
27,"(3, 0, 0, 0, 0, 0)",25466.364279200618
28,"(3, 0, 2, 0, 0, 0)",25466.602404885954
29,"(4, 0, 1, 0, 0, 0)",25467.52436669386
30,"(4, 0, 0, 0, 0, 0)",25467.742065097234
31,"(3, 0, 1, 0, 0, 0)",25468.038861652836
32,"(2, 0, 2, 0, 0, 0)",25468.57507991951
33,"(4, 0, 2, 0, 0, 0)",25468.758952358432
34,"(2, 0, 1, 0, 0, 0)",25470.31757187789
35,"(2, 0, 0, 0, 0, 0)",25486.839979587945
