,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",28664.274422024147
1,"(3, 0, 2, 1, 0, 1)",28665.608275946015
2,"(4, 0, 2, 1, 0, 1)",28666.97248531679
3,"(3, 0, 1, 1, 0, 1)",28675.59781870145
4,"(4, 0, 1, 1, 0, 1)",28683.97051147471
5,"(3, 0, 0, 1, 0, 1)",28696.272796347825
6,"(4, 0, 0, 1, 0, 1)",28697.08124830856
7,"(2, 0, 1, 1, 0, 1)",28701.09109495034
8,"(2, 0, 0, 1, 0, 1)",28705.237788179395
9,"(3, 0, 1, 1, 0, 0)",29277.465945906966
10,"(2, 0, 2, 1, 0, 0)",29279.032895303873
11,"(4, 0, 1, 1, 0, 0)",29281.181685697447
12,"(4, 0, 2, 1, 0, 0)",29282.97998717373
13,"(3, 0, 2, 1, 0, 0)",29315.456613231512
14,"(3, 0, 1, 0, 0, 1)",29316.39148182022
15,"(2, 0, 2, 0, 0, 1)",29317.79300017998
16,"(4, 0, 1, 0, 0, 1)",29318.516939896323
17,"(4, 0, 2, 0, 0, 1)",29328.85464522759
18,"(3, 0, 2, 0, 0, 1)",29351.476374252594
19,"(3, 0, 1, 0, 0, 0)",29457.684984220126
20,"(4, 0, 2, 0, 0, 0)",29458.195359933976
21,"(4, 0, 1, 0, 0, 0)",29459.696679705317
22,"(2, 0, 2, 0, 0, 0)",29460.21703649685
23,"(3, 0, 2, 0, 0, 0)",29490.930380476773
24,"(4, 0, 0, 1, 0, 0)",29795.276494869555
25,"(4, 0, 0, 0, 0, 1)",29844.680913769385
26,"(3, 0, 0, 1, 0, 0)",29849.329074203066
27,"(3, 0, 0, 0, 0, 1)",29898.066658968768
28,"(2, 0, 0, 1, 0, 0)",29945.917894608483
29,"(2, 0, 1, 1, 0, 0)",29958.402422734165
30,"(2, 0, 0, 0, 0, 1)",29991.39006947524
31,"(4, 0, 0, 0, 0, 0)",29995.59310221564
32,"(2, 0, 1, 0, 0, 1)",30008.260596890348
33,"(3, 0, 0, 0, 0, 0)",30043.947401322315
34,"(2, 0, 0, 0, 0, 0)",30128.899054602527
35,"(2, 0, 1, 0, 0, 0)",30144.30500036367
