,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",26676.59260889969
1,"(4, 0, 1, 1, 0, 1)",26679.129242983796
2,"(2, 0, 2, 1, 0, 1)",26680.529781107605
3,"(3, 0, 1, 1, 0, 1)",26681.38123342298
4,"(3, 0, 2, 1, 0, 1)",26686.383239910785
5,"(4, 0, 0, 1, 0, 1)",26696.233405662926
6,"(3, 0, 0, 1, 0, 1)",26710.67979400733
7,"(2, 0, 1, 1, 0, 1)",26733.511395485628
8,"(2, 0, 0, 1, 0, 1)",26760.904558076792
9,"(4, 0, 1, 1, 0, 0)",26985.379502703265
10,"(3, 0, 2, 1, 0, 0)",26998.907096470964
11,"(4, 0, 1, 0, 0, 1)",27000.428169942716
12,"(2, 0, 2, 1, 0, 0)",27007.381666779413
13,"(3, 0, 2, 0, 0, 1)",27014.34661266158
14,"(2, 0, 2, 0, 0, 1)",27022.809018580185
15,"(3, 0, 1, 1, 0, 0)",27032.58003558512
16,"(4, 0, 2, 1, 0, 0)",27034.496902627165
17,"(3, 0, 1, 0, 0, 1)",27049.03860088912
18,"(4, 0, 2, 0, 0, 1)",27050.6906619288
19,"(4, 0, 1, 0, 0, 0)",27101.87355780402
20,"(3, 0, 2, 0, 0, 0)",27119.576642344302
21,"(2, 0, 2, 0, 0, 0)",27127.382353698667
22,"(3, 0, 1, 0, 0, 0)",27158.406047956967
23,"(4, 0, 2, 0, 0, 0)",27159.937840057748
24,"(4, 0, 0, 1, 0, 0)",27234.936408200032
25,"(4, 0, 0, 0, 0, 1)",27256.637685366986
26,"(3, 0, 0, 1, 0, 0)",27274.82512369174
27,"(3, 0, 0, 0, 0, 1)",27297.166381523333
28,"(4, 0, 0, 0, 0, 0)",27366.280658715623
29,"(2, 0, 1, 1, 0, 0)",27367.865319867527
30,"(2, 0, 1, 0, 0, 1)",27395.256737803982
31,"(3, 0, 0, 0, 0, 0)",27411.485177654293
32,"(2, 0, 0, 1, 0, 0)",27420.043898410866
33,"(2, 0, 0, 0, 0, 1)",27450.395990536508
34,"(2, 0, 1, 0, 0, 0)",27525.64387387223
35,"(2, 0, 0, 0, 0, 0)",27589.363775614573
