,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",28302.613749599335
1,"(3, 0, 2, 1, 0, 1)",28312.264116089198
2,"(2, 0, 2, 1, 0, 1)",28313.033819469554
3,"(4, 0, 1, 1, 0, 1)",28319.510667828807
4,"(4, 0, 0, 1, 0, 1)",28324.451077487745
5,"(3, 0, 1, 1, 0, 1)",28325.28679035836
6,"(3, 0, 0, 1, 0, 1)",28325.745575811914
7,"(2, 0, 1, 1, 0, 1)",28341.716213433312
8,"(2, 0, 0, 1, 0, 1)",28354.496737542086
9,"(3, 0, 1, 1, 0, 0)",28728.520929163376
10,"(2, 0, 2, 1, 0, 0)",28730.367455394597
11,"(4, 0, 1, 1, 0, 0)",28731.335455517255
12,"(4, 0, 2, 1, 0, 0)",28732.45568191695
13,"(3, 0, 1, 0, 0, 1)",28740.56218885787
14,"(2, 0, 2, 0, 0, 1)",28740.71045898843
15,"(4, 0, 1, 0, 0, 1)",28744.014798151573
16,"(4, 0, 2, 0, 0, 1)",28746.295959574552
17,"(3, 0, 2, 0, 0, 1)",28761.57035893287
18,"(3, 0, 2, 1, 0, 0)",28797.82353873919
19,"(3, 0, 1, 0, 0, 0)",28799.277541956122
20,"(4, 0, 1, 0, 0, 0)",28801.153434204192
21,"(2, 0, 2, 0, 0, 0)",28802.333080125998
22,"(4, 0, 2, 0, 0, 0)",28802.712031800227
23,"(3, 0, 2, 0, 0, 0)",28809.225240258245
24,"(4, 0, 0, 1, 0, 0)",29318.616806792612
25,"(4, 0, 0, 0, 0, 1)",29346.422963001904
26,"(3, 0, 0, 1, 0, 0)",29375.410532260732
27,"(3, 0, 0, 0, 0, 1)",29403.14856522005
28,"(4, 0, 0, 0, 0, 0)",29441.622944883024
29,"(3, 0, 0, 0, 0, 0)",29498.100828081053
30,"(2, 0, 1, 1, 0, 0)",29504.30912280174
31,"(2, 0, 0, 1, 0, 0)",29506.900635378563
32,"(2, 0, 1, 0, 0, 1)",29530.281998914914
33,"(2, 0, 0, 0, 0, 1)",29532.251029746614
34,"(2, 0, 1, 0, 0, 0)",29614.089218348156
35,"(2, 0, 0, 0, 0, 0)",29617.000209261936
