,parameters,aic
0,"(2, 0, 1, 1, 0, 1)",23709.635303783616
1,"(3, 0, 2, 1, 0, 1)",23712.958130247407
2,"(4, 0, 0, 1, 0, 1)",23713.119697300386
3,"(3, 0, 0, 1, 0, 1)",23713.44503887722
4,"(4, 0, 2, 1, 0, 1)",23715.432486600595
5,"(4, 0, 1, 1, 0, 1)",23717.35830235453
6,"(3, 0, 1, 1, 0, 1)",23729.675828934767
7,"(2, 0, 0, 1, 0, 1)",23743.010719204478
8,"(2, 0, 1, 1, 0, 0)",24813.638526518538
9,"(2, 0, 2, 1, 0, 0)",24814.532365229785
10,"(3, 0, 1, 1, 0, 0)",24814.998241018082
11,"(4, 0, 0, 1, 0, 0)",24816.40789659303
12,"(4, 0, 1, 1, 0, 0)",24816.641911826257
13,"(3, 0, 0, 1, 0, 0)",24816.860988844994
14,"(3, 0, 2, 1, 0, 0)",24817.23561329397
15,"(4, 0, 2, 1, 0, 0)",24818.99822707345
16,"(2, 0, 0, 1, 0, 0)",24863.200189662
17,"(2, 0, 1, 0, 0, 1)",24903.823781449373
18,"(2, 0, 2, 0, 0, 1)",24905.79715039923
19,"(3, 0, 1, 0, 0, 1)",24905.812618612057
20,"(4, 0, 0, 0, 0, 1)",24907.260316584594
21,"(4, 0, 1, 0, 0, 1)",24907.65237168641
22,"(3, 0, 2, 0, 0, 1)",24907.814269445018
23,"(3, 0, 0, 0, 0, 1)",24908.869290543058
24,"(4, 0, 2, 0, 0, 1)",24909.802942509126
25,"(2, 0, 0, 0, 0, 1)",24949.392628150716
26,"(2, 0, 1, 0, 0, 0)",25113.915711023215
27,"(3, 0, 1, 0, 0, 0)",25115.672236202263
28,"(2, 0, 2, 0, 0, 0)",25116.184162548925
29,"(4, 0, 0, 0, 0, 0)",25116.93308951451
30,"(4, 0, 1, 0, 0, 0)",25117.567894472504
31,"(3, 0, 2, 0, 0, 0)",25117.85762798594
32,"(3, 0, 0, 0, 0, 0)",25119.25299548337
33,"(4, 0, 2, 0, 0, 0)",25119.665986347056
34,"(2, 0, 0, 0, 0, 0)",25156.248902271855
