,parameters,aic
0,"(4, 0, 0, 1, 0, 1)",25545.602725427914
1,"(3, 0, 0, 1, 0, 1)",25546.856202542655
2,"(3, 0, 2, 1, 0, 1)",25547.404770731042
3,"(4, 0, 1, 1, 0, 1)",25548.36875858592
4,"(2, 0, 2, 1, 0, 1)",25555.626902203156
5,"(2, 0, 1, 1, 0, 1)",25564.98591358052
6,"(3, 0, 1, 1, 0, 1)",25565.59714153154
7,"(4, 0, 2, 1, 0, 1)",25589.377961505434
8,"(2, 0, 0, 1, 0, 1)",25590.276167239997
9,"(2, 0, 2, 1, 0, 0)",26003.782320253093
10,"(3, 0, 2, 1, 0, 0)",26005.991133145897
11,"(4, 0, 1, 1, 0, 0)",26015.673801884728
12,"(4, 0, 2, 1, 0, 0)",26016.153212603353
13,"(4, 0, 1, 0, 0, 1)",26021.000849121945
14,"(2, 0, 2, 0, 0, 1)",26022.86564943979
15,"(3, 0, 1, 1, 0, 0)",26023.13417133548
16,"(3, 0, 2, 0, 0, 1)",26026.90941112892
17,"(3, 0, 1, 0, 0, 1)",26044.345308421092
18,"(4, 0, 1, 0, 0, 0)",26102.4631849673
19,"(2, 0, 2, 0, 0, 0)",26102.65675651549
20,"(3, 0, 2, 0, 0, 0)",26103.089822781727
21,"(3, 0, 1, 0, 0, 0)",26123.381071054784
22,"(4, 0, 2, 0, 0, 0)",26132.665280542034
23,"(4, 0, 0, 1, 0, 0)",26299.530813013036
24,"(3, 0, 0, 1, 0, 0)",26314.135958259467
25,"(4, 0, 0, 0, 0, 1)",26327.255502667933
26,"(3, 0, 0, 0, 0, 1)",26341.691006277066
27,"(2, 0, 1, 1, 0, 0)",26382.73611796634
28,"(2, 0, 1, 0, 0, 1)",26411.77849056969
29,"(4, 0, 0, 0, 0, 0)",26422.344771004693
30,"(2, 0, 0, 1, 0, 0)",26423.674968392243
31,"(3, 0, 0, 0, 0, 0)",26436.517948410245
32,"(2, 0, 0, 0, 0, 1)",26453.965738316354
33,"(2, 0, 1, 0, 0, 0)",26508.65924015205
34,"(2, 0, 0, 0, 0, 0)",26553.53165372745
