,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",20846.276880694833
1,"(2, 0, 1, 1, 0, 1)",20847.865523147644
2,"(3, 0, 0, 1, 0, 1)",20850.702680111717
3,"(4, 0, 0, 1, 0, 1)",20850.890317991223
4,"(4, 0, 2, 1, 0, 1)",20851.71792946083
5,"(3, 0, 2, 1, 0, 1)",20851.88212432502
6,"(4, 0, 1, 1, 0, 1)",20853.22386719329
7,"(3, 0, 1, 1, 0, 1)",20856.628494714685
8,"(2, 0, 0, 1, 0, 1)",20865.917459345594
9,"(3, 0, 1, 1, 0, 0)",21647.923971789824
10,"(3, 0, 2, 1, 0, 0)",21650.164273536837
11,"(4, 0, 1, 1, 0, 0)",21650.182640611776
12,"(4, 0, 2, 1, 0, 0)",21652.227525850634
13,"(4, 0, 0, 1, 0, 0)",21652.798848698767
14,"(2, 0, 2, 1, 0, 0)",21653.76620113192
15,"(2, 0, 1, 1, 0, 0)",21654.7449156551
16,"(3, 0, 0, 1, 0, 0)",21655.79860254541
17,"(2, 0, 0, 1, 0, 0)",21657.460180694346
18,"(3, 0, 1, 0, 0, 1)",21706.116984226985
19,"(3, 0, 2, 0, 0, 1)",21706.17722110588
20,"(4, 0, 1, 0, 0, 1)",21706.368056621723
21,"(4, 0, 2, 0, 0, 1)",21708.11239159212
22,"(4, 0, 0, 0, 0, 1)",21708.248433320423
23,"(2, 0, 2, 0, 0, 1)",21710.510837046048
24,"(2, 0, 0, 0, 0, 1)",21713.032512799396
25,"(2, 0, 1, 0, 0, 1)",21713.364574039784
26,"(3, 0, 0, 0, 0, 1)",21713.79431414204
27,"(3, 0, 2, 0, 0, 0)",21866.870473557377
28,"(4, 0, 1, 0, 0, 0)",21867.260214262955
29,"(4, 0, 0, 0, 0, 0)",21867.69400502593
30,"(4, 0, 2, 0, 0, 0)",21868.818316288496
31,"(3, 0, 1, 0, 0, 0)",21872.788840775163
32,"(2, 0, 2, 0, 0, 0)",21872.825524126743
33,"(2, 0, 0, 0, 0, 0)",21876.411840045406
34,"(2, 0, 1, 0, 0, 0)",21878.408631785893
35,"(3, 0, 0, 0, 0, 0)",21878.41637279215
