,parameters,aic
0,"(2, 0, 2, 1, 0, 1)",25474.998554534224
1,"(3, 0, 1, 1, 0, 1)",25479.625057400073
2,"(4, 0, 2, 1, 0, 1)",25481.902467952543
3,"(4, 0, 1, 1, 0, 1)",25485.444598841073
4,"(3, 0, 2, 1, 0, 1)",25508.75814990373
5,"(3, 0, 0, 1, 0, 1)",25509.758080522344
6,"(4, 0, 0, 1, 0, 1)",25511.663542469705
7,"(2, 0, 1, 1, 0, 1)",25515.546800565426
8,"(2, 0, 0, 1, 0, 1)",25520.463521676356
9,"(2, 0, 2, 1, 0, 0)",26186.563407451802
10,"(4, 0, 1, 1, 0, 0)",26188.186570650014
11,"(3, 0, 1, 1, 0, 0)",26188.696545970357
12,"(3, 0, 2, 1, 0, 0)",26217.234778678176
13,"(2, 0, 2, 0, 0, 1)",26331.781499726636
14,"(3, 0, 1, 0, 0, 1)",26335.494412377426
15,"(4, 0, 1, 0, 0, 1)",26338.674373159392
16,"(4, 0, 2, 0, 0, 1)",26342.204352205532
17,"(3, 0, 2, 0, 0, 1)",26372.86129352556
18,"(4, 0, 0, 1, 0, 0)",26575.70747601979
19,"(3, 0, 0, 1, 0, 0)",26594.89381932843
20,"(2, 0, 0, 1, 0, 0)",26671.89416743369
21,"(2, 0, 1, 1, 0, 0)",26672.555906905814
22,"(4, 0, 0, 0, 0, 1)",26761.588734414676
23,"(3, 0, 0, 0, 0, 1)",26779.367372202603
24,"(2, 0, 2, 0, 0, 0)",26791.17792561697
25,"(4, 0, 1, 0, 0, 0)",26793.77626904743
26,"(3, 0, 1, 0, 0, 0)",26796.753864691662
27,"(2, 0, 1, 0, 0, 1)",26864.56347619231
28,"(2, 0, 0, 0, 0, 1)",26866.05583296736
29,"(3, 0, 2, 0, 0, 0)",27221.70488011968
30,"(4, 0, 0, 0, 0, 0)",27242.415552647413
31,"(3, 0, 0, 0, 0, 0)",27253.229129721367
32,"(4, 0, 2, 0, 0, 0)",27257.978108239087
33,"(2, 0, 1, 0, 0, 0)",27334.939397528724
34,"(2, 0, 0, 0, 0, 0)",27347.88175993649
