,parameters,aic
0,"(4, 0, 2, 1, 0, 1)",26373.322225354503
1,"(4, 0, 0, 1, 0, 1)",26374.961715714206
2,"(4, 0, 1, 1, 0, 1)",26375.86472992671
3,"(3, 0, 2, 1, 0, 1)",26378.39623546461
4,"(3, 0, 1, 1, 0, 1)",26378.736267275748
5,"(2, 0, 1, 1, 0, 1)",26379.71067195668
6,"(3, 0, 0, 1, 0, 1)",26381.447060585575
7,"(2, 0, 0, 1, 0, 1)",26382.681257040298
8,"(2, 0, 2, 1, 0, 1)",26383.739863467734
9,"(4, 0, 2, 1, 0, 0)",27101.703201922686
10,"(4, 0, 0, 1, 0, 0)",27115.66852957989
11,"(4, 0, 1, 1, 0, 0)",27116.583098953623
12,"(3, 0, 2, 1, 0, 0)",27121.821154966194
13,"(2, 0, 2, 1, 0, 0)",27124.92308563412
14,"(3, 0, 1, 1, 0, 0)",27127.390074741976
15,"(2, 0, 0, 1, 0, 0)",27130.443548896306
16,"(2, 0, 1, 1, 0, 0)",27130.592419108565
17,"(3, 0, 0, 1, 0, 0)",27131.36720134686
18,"(4, 0, 2, 0, 0, 1)",27144.52899949822
19,"(4, 0, 0, 0, 0, 1)",27162.999414980728
20,"(4, 0, 1, 0, 0, 1)",27164.13761640532
21,"(3, 0, 2, 0, 0, 1)",27170.218385992182
22,"(2, 0, 2, 0, 0, 1)",27173.711434568755
23,"(3, 0, 1, 0, 0, 1)",27178.303362284045
24,"(2, 0, 0, 0, 0, 1)",27180.073308224604
25,"(2, 0, 1, 0, 0, 1)",27181.39329233078
26,"(3, 0, 0, 0, 0, 1)",27181.683858874567
27,"(4, 0, 2, 0, 0, 0)",27283.010895275318
28,"(4, 0, 0, 0, 0, 0)",27334.241849478163
29,"(4, 0, 1, 0, 0, 0)",27335.633039664637
30,"(3, 0, 2, 0, 0, 0)",27343.280220436383
31,"(2, 0, 2, 0, 0, 0)",27347.12948778779
32,"(3, 0, 1, 0, 0, 0)",27356.164702009697
33,"(2, 0, 0, 0, 0, 0)",27356.703617941643
34,"(2, 0, 1, 0, 0, 0)",27358.685483504425
35,"(3, 0, 0, 0, 0, 0)",27358.693169022685
