sno,lasso,ridge,rf,arima,ha_rmse,ma_rmse_12,ma_rmse_3,ma_rmse_6,tot
60,0.117988499,0.117892485,0.118880888,0.176286238,0.18398189381517668,0.19175508741406638,0.15468462735196067,0.16953083311676648,1.0
61,0.105040927,0.105874284,0.107997179,0.158906097,0.1960836663966988,0.19740584817288245,0.14642373367546055,0.16904038000139782,1.0
62,0.133426915,0.135841705,0.139447934,0.190463635,0.2011271194946727,0.20569531840436572,0.16943757505988039,0.1858146993916604,1.0
63,0.118512574,0.118756178,0.118581931,0.177022888,0.1856524509562819,0.1905352724783197,0.15556983308573516,0.17285934779622386,1.0
64,0.099406854,0.099915769,0.099544314,0.146742831,0.2040709557115012,0.20897259255917927,0.14359690138026884,0.1688837143304656,1.0
65,0.11644898,0.11604879,0.114280508,0.169846553,0.20083149060551583,0.21679933232935736,0.15748115282049105,0.18565616315159805,1.0
66,0.097532243,0.097273353,0.097630179,0.157451426,0.19530921356461547,0.19012839526074524,0.14488537513678754,0.16687181879207605,1.0
67,0.11881248,0.118176137,0.119601439,0.16607641,0.1820360537145935,0.19297823561658345,0.15267507190992607,0.16895629436221962,1.0
68,0.109700351,0.10908049,0.108242854,0.161899213,0.19843935392205192,0.2159842093512281,0.15252597015944855,0.18309371007709574,1.0
70,0.122669571,0.124692494,0.126856254,0.183434864,0.23603007532859518,0.21378192529433043,0.1658239627356236,0.19260412624310452,1.0
71,0.142661351,0.144110197,0.144914223,0.201945278,0.22063359140743888,0.22778577433254196,0.18901939618401364,0.21432225246269682,1.0
72,0.076455012,0.076523811,0.077671573,0.122722384,0.18311467128245792,0.1965318748340238,0.12017556872835283,0.15311119382810282,1.0
73,0.078620034,0.078924214,0.078468287,0.131086078,0.16773984274229128,0.17048006457412762,0.12035954586813191,0.14500336973017833,1.0
74,0.099628869,0.099655058,0.101366378,0.164548556,0.22666528959634907,0.22295314510500966,0.1547471306809972,0.1930748860483865,1.0
75,0.122754385,0.123845831,0.125221585,0.180867349,0.2188958051829718,0.23669221301457552,0.16689246441660494,0.20133106908615223,1.0
76,0.093769813,0.093177716,0.095394209,0.151713653,0.19841115114439042,0.2147179576442153,0.14314620080508555,0.17590673211005478,1.0
77,0.102231885,0.102891983,0.102997752,0.158282631,0.1915039072136783,0.19312026299191976,0.14095746762386063,0.16217345813299214,1.0
78,0.122922552,0.123343729,0.124131625,0.183869065,0.19960425989225092,0.20019583037067226,0.1600256055171896,0.17980698984522844,1.0
79,0.080761895,0.080724967,0.081535097,,0.18946656548735938,0.17141921810162425,0.11170192995993046,0.14009366951945101,1.0
80,0.089747918,0.089866409,0.091840729,0.138095826,0.15107810960474335,0.1500217560140512,0.12597722127013966,0.14371181173420386,1.0
81,0.124464107,0.125779045,0.128033556,0.193808696,0.244060511770116,0.23252732269614498,0.18079144484550808,0.21155580921359926,1.0
82,0.096897259,0.097899347,0.098664529,0.144794747,0.2078002918575668,0.17615874026406428,0.13159417588131872,0.15537049627077126,1.0
83,0.091712917,0.092123967,0.095228939,0.155531008,0.24164330270822362,0.21576890872751073,0.1636156934224058,0.2014488610835775,1.0
84,0.099783767,0.099526498,0.100602092,0.15464388,0.21810733857073503,0.23819016231469448,0.15264132404720582,0.19109476524564095,1.0
85,0.107093432,0.107962703,0.106023758,0.161091404,0.20067585568964344,0.17380859163020068,0.14063360206523853,0.1597088926145574,1.0
86,0.077731244,0.07930097,0.077469159,0.11788513,0.19377914946751407,0.1669545510667112,0.1085704768155513,0.13549705023149194,1.0
87,0.112892257,0.113462465,0.116350671,0.162538691,0.19584177009177342,0.1738994676195238,0.15675826298869383,0.16483627542429827,1.0
88,0.10155433,0.10252124,0.102496542,0.166308377,0.24182020151608877,0.22607652848432092,0.1656329336694519,0.20482628417039775,1.0
89,0.088693991,0.089303986,0.09163063,0.139988797,0.23813810262856885,0.2561734194273227,0.1447051454348305,0.19464374675475773,1.0
90,0.077239364,0.077285295,0.080021761,0.124750639,0.19518567857847663,0.1965062197873584,0.11877725232392598,0.1536176996178874,1.0
91,0.102547813,0.103126311,0.103690557,0.15658772,0.18358275600532434,0.16830039400705252,0.13621676840576502,0.15218199605125482,1.0
92,0.095066915,0.094394205,0.096585432,0.147723384,0.19762369876956692,0.20800322374424957,0.1359945558010153,0.16938773480605138,1.0
93,0.107546942,0.108425874,0.108777299,0.162984251,0.23790696484714127,0.26306240215729304,0.15802343101802263,0.2057052593090413,1.0
94,0.115364294,0.118682732,0.119648928,0.166570221,0.18323613970508215,0.1784999465183354,0.14943789072690666,0.16566593287891712,1.0
95,0.105455652,0.105006201,0.105745764,,0.22724377917644842,0.25207410985005707,0.1597825083449681,0.20244250414924553,1.0
96,0.091904345,0.091161767,0.093729787,0.145715539,0.21686944347375062,0.24023205531594458,0.143162009728494,0.18491763559389848,1.0
97,0.126870254,0.129410104,0.133503255,0.179055254,0.18109481384921278,0.18744533878559044,0.16047897076993903,0.17305909130929711,1.0
98,0.063874347,0.064164905,0.066239931,0.101839457,0.1893069060512818,0.14246720002004554,0.09045451499380304,0.11540221477200115,1.0
100,0.095072059,0.094922743,0.096615587,0.135471429,0.196369594389065,0.16329932465278446,0.12200502162517424,0.14245236990947194,1.0
102,0.085247116,0.084532397,0.086487011,0.135071012,0.20753376415613228,0.20384841916088212,0.1272008180268672,0.1611487232799719,1.0
103,0.069669188,0.069241993,0.071182127,0.126188083,0.23078465365563627,0.2520899851103544,0.13878120493653245,0.18980730935616236,1.0
104,0.115071187,0.115463106,0.115288606,0.168013454,0.21135859785646444,0.22124415069263295,0.15455214494159514,0.18631597522088672,1.0
105,0.097469112,0.097505777,0.099006902,0.147700556,0.18689957327447962,0.17910891358967543,0.13551231129169286,0.15695060303483435,1.0
107,0.088007332,0.088038076,0.088341411,0.140744352,0.2107358663655329,0.21158516135449723,0.13713560289875745,0.17086524352311294,1.0
108,0.119652467,0.11946187,0.123014752,0.180042444,0.22920302303556395,0.23612439629566775,0.17192831345615314,0.20745440858927938,1.0
109,0.089190024,0.089050508,0.089754549,0.141818294,0.18911109439445842,0.165433405761913,0.12515550248773255,0.14722008039269782,1.0
110,0.101875137,0.103308471,0.103559606,0.150175347,0.2377853423594585,0.24500915295730544,0.15062809298145086,0.19060177478152038,1.0
111,0.10793932,0.10749865,0.109953725,0.172594593,0.22695606616328232,0.1968774532296917,0.17277986883336136,0.19352086050396805,1.0
112,0.09730915,0.097339775,0.098962772,0.14661613,0.17508992199558152,0.16605560251275803,0.13300650396528127,0.14874134056412178,1.0
113,0.084392443,0.082617876,0.083092998,0.138784309,0.1924398777295469,0.17675688209985935,0.11905723971693938,0.1445760903603306,1.0
114,0.128619355,0.128597674,0.130539605,0.186268444,0.1655554305749863,0.16957134006334243,0.1658913212455823,0.16637473991168708,1.0
115,0.09859871,0.098449428,0.09953536,0.155418644,0.18668777972608783,0.18745218808182754,0.1494847453187,0.1723956651437587,1.0
116,0.072336766,0.073306349,0.073984795,0.113021121,0.13618100526102242,0.11771281339642208,0.09365210287753123,0.10719113402579805,1.0
117,0.10892952,0.108873162,0.109225785,0.162628128,0.17698815004874605,0.18673084648270738,0.15377051116112447,0.16946995925315791,1.0
118,0.109650442,0.108670804,0.110010342,0.164773379,0.23697227669885684,0.25894269892918903,0.16368692251418449,0.2049776981850481,1.0
119,0.11109277,0.111783338,0.112912887,0.170723472,0.2004210876272417,0.20640329732731294,0.1653480032622122,0.17956971243157654,1.0
120,0.108523336,0.108623032,0.108798017,0.164573727,0.19342787450606327,0.1795735962116178,0.1450876575742156,0.1642001143515961,1.0
121,0.061168636,0.060787428,0.060658763,0.101309623,0.1745174080254224,0.14985740311486526,0.0935955020373583,0.1198580821430802,1.0
122,0.098598856,0.099613114,0.099292369,0.156794879,0.2045390965689629,0.20966693476061113,0.14820880202098557,0.17627846292772006,1.0
123,0.090987459,0.090861596,0.091749591,0.137015701,0.15504016931817824,0.14064678749392737,0.1227831890006932,0.13272614965093468,1.0
125,0.122409745,0.121880248,0.12153754,0.173568898,0.20394747109164071,0.21150038676531632,0.15968812398330653,0.1807392609040929,1.0
126,0.117073558,0.11669629,0.117598829,0.181827897,0.18741319006655663,0.18745262269877613,0.15770422964748357,0.17282423177252904,1.0
127,0.102919462,0.102840478,0.097497237,0.174190703,0.2116468966403185,0.2293479883519156,0.16383552975865376,0.19517215299253493,1.0
128,0.115667857,0.115999185,0.116074349,0.179024178,0.247376146627141,0.2681205288740292,0.1732138417189469,0.21567037460846195,1.0
129,0.084534392,0.083497841,0.086323462,0.132819795,0.18092715633261833,0.17041044779546438,0.12380313701877985,0.14880255466925432,1.0
130,0.140017196,0.139212292,0.138929348,0.207298006,0.21832808440629428,0.22217741267818145,0.18175738605687106,0.20229269700647728,1.0
131,0.089548839,0.089175683,0.091240963,0.133339599,0.1854399240519503,0.19691553610511753,0.12453358890469052,0.15570669952586874,1.0
132,0.104829573,0.105580592,0.108116698,0.164749058,0.24476830869767052,0.2020453457747841,0.17124719031520239,0.1990386393604659,1.0
133,0.11755152,0.117012267,0.117329689,0.182034086,0.2341772606709211,0.2516215667522454,0.17927814789628338,0.21882369231077278,1.0
134,0.12442169,0.125141673,0.127638524,0.184493455,0.20601400584878518,0.21890444799731662,0.1722386661341168,0.19054514196352634,1.0
135,0.08421056,0.084256908,0.086192896,0.128748122,0.16632933065807626,0.14388263069749976,0.11509615309335171,0.1301421885065253,1.0
136,0.087333361,0.087045971,0.087712702,0.132485949,0.16484818875547438,0.15672766248696035,0.11610879969937281,0.13648210220792817,1.0
137,0.080584661,0.080160478,0.079930282,0.130764837,0.2011786179350524,0.20408342671371998,0.126238069966792,0.16168462519262317,1.0
138,0.147090467,0.147482955,0.150352854,0.213960052,0.21992800309402646,0.21872411548253104,0.20271869137210932,0.2211753019489774,1.0
139,0.132124609,0.132025756,0.129563957,0.177835538,0.18284165838301208,0.18046265796171915,0.15992799433731833,0.1705725042568209,1.0
140,0.111612837,0.110974065,0.111615447,0.169416693,0.2006392359175859,0.18989293544301322,0.15469377223844,0.17381616777026396,1.0
141,0.069218139,0.067200307,0.068637425,0.108105008,0.16125440338831146,0.13966972913962528,0.09637961332666611,0.1205719190221371,1.0
142,0.069756721,0.069795588,0.070277526,0.111508394,0.1636752523557371,0.1412740838235217,0.09861842809676666,0.11790643377074887,1.0
143,0.050452187,0.050558674,0.051695806,0.077316763,0.1334019115791207,0.08986224714447028,0.06862289796478961,0.08132712756336266,1.0
144,0.072368579,0.072037007,0.073631737,0.114159831,0.1468290152732286,0.133157834901565,0.10818781786575087,0.13088607108420702,1.0
145,0.093918601,0.093111054,0.096729301,0.148700682,0.21149844908735554,0.23785491262406094,0.14321414619754327,0.18569268069299333,1.0
146,0.13026069,0.130137202,0.134254399,0.191901884,0.21901256658730517,0.2307279071523828,0.18630053755691361,0.20925594694577804,1.0
147,0.115173471,0.115097093,0.115199067,0.16618026,0.19982315425560182,0.21566817101285807,0.15241025549384737,0.18125148853594716,1.0
148,0.05617547,0.056919932,0.056382594,0.085813847,0.1488701195075622,0.1107407897311229,0.07538612171818765,0.09235171903436913,1.0
149,0.08498564,0.08384605,0.087025289,0.142287682,0.2633472852736017,0.30233539525639225,0.15792145832293134,0.2219121534344535,1.0
150,0.109253193,0.109493267,0.109081107,0.170954143,0.2065572103144622,0.2047264692794241,0.15587969864589735,0.17663995981833014,1.0
151,0.091421189,0.092143346,0.090969413,0.148641157,0.17574722446987862,0.16874129383661696,0.13438438952782342,0.15754702833552037,1.0
152,0.12591037,0.123677884,0.124899846,0.178267487,0.26365762479478927,0.3042655068183521,0.1916073290699642,0.2456654966184833,1.0
154,0.092495554,0.092679133,0.093128062,0.144957175,0.16263713645475805,0.15833584062086178,0.12984206737676485,0.14429266096888804,1.0
155,0.110682182,0.110466437,0.115437218,0.161986854,0.17797844603941934,0.18397311013010814,0.14525399192148475,0.16463589999777758,1.0
156,0.095065238,0.095154557,0.099470081,0.151925566,0.1976536574961768,0.17807780611357557,0.13697146521289644,0.1601295403915896,1.0
157,0.063827544,0.063615048,0.066149365,0.108587094,0.20012224701255305,0.2093221442385252,0.11544628532461217,0.15771280667434318,1.0
158,0.089830463,0.089948165,0.091202115,0.148492762,0.22625129105978417,0.23754254970078104,0.14798105323620506,0.18962842265058655,1.0
159,0.096443912,0.096381139,0.098574561,0.154743993,0.18210871038036883,0.15864914146125988,0.13862552165484604,0.15244104602013422,1.0
161,0.063488667,0.063252416,0.064387318,0.103491559,0.1927832828811724,0.1847366459306595,0.10146750962092556,0.1382072987669689,1.0
162,0.072928762,0.072796729,0.075403462,0.125386411,0.22279214226422234,0.23582822667316986,0.13227985886702642,0.1791802956434509,1.0
163,0.057373589,0.057672219,0.060126432,0.098757959,0.22049135493130634,0.22077147836292133,0.10805616128854618,0.15738433912077263,1.0
164,0.087638746,0.088926998,0.090239207,0.124164043,0.23764046610757247,0.2354163260096716,0.16415147109226152,0.1959430520546927,1.0
165,0.059427497,0.059961257,0.060114617,0.093693274,0.1703835964043811,0.11807009230815149,0.08071079026924001,0.09810739533423901,1.0
166,0.079425313,0.079418332,0.080095835,0.120139079,0.16256143250688002,0.1406422165483085,0.1058223345842994,0.12717869540274973,1.0
167,0.087542148,0.088600656,0.091611544,0.129172231,0.3000307290657751,0.3034762086590849,0.21670317239650325,0.2581068884975751,1.0
169,0.091196641,0.091373085,0.091689098,0.149263028,0.18387169303775197,0.18803906251821542,0.13990409953996655,0.166473727397541,1.0
170,0.069037202,0.068797799,0.072297187,,0.2036732263593876,0.20987478378765784,0.11439922532339439,0.15592792599644809,1.0
171,0.073845964,0.074348713,0.074199546,0.116160672,0.18206455836083182,0.15675516069735385,0.10224287216021594,0.12689489865824474,1.0
172,0.141673003,0.143904126,0.145667322,0.19479005,0.1990475022132552,0.19800858237298682,0.17757652330509854,0.19014803721339898,1.0
173,0.110145243,0.111606271,0.109430693,0.162425692,0.2070170182155667,0.20677195623623068,0.14871202376369852,0.17861465821795194,1.0
175,0.118685886,0.118839145,0.120780273,0.175029201,0.22755615376639848,0.23296065488134857,0.1593879474936871,0.1918581187114038,1.0
176,0.059569375,0.059979503,0.062627647,0.107310871,0.2283925808141324,0.23038958210373706,0.1244108408755738,0.1721610816729012,1.0
177,0.079431472,0.079399107,0.080986974,0.129362096,0.20294614056356086,0.21950633002109593,0.1309183506118199,0.16896091038328692,1.0
178,0.089468544,0.088780313,0.092251223,0.145174183,0.22311889550208525,0.25397899164233184,0.14973001177619064,0.19730308732776003,1.0
179,0.071537796,0.070852732,0.073897004,0.125347553,0.25546820661649206,0.2881230264224508,0.14377152243389596,0.20707604665244944,1.0
180,0.045308345,0.045333215,0.046076788,0.070833981,0.1238285383033706,0.08398273237512342,0.06025942993104329,0.07173081709952564,1.0
181,0.093890092,0.09447324,0.096449667,0.144758677,0.1579910477798131,0.1545711498842051,0.13446325697036782,0.14075686758285308,1.0
182,0.10084565,0.10161766,0.103987492,0.152668611,0.20387783070658722,0.21276114886658162,0.14589285864764645,0.1765277223046347,1.0
183,0.132093194,0.130792773,0.131133277,0.187613296,0.20261924246440702,0.20876712381071802,0.17163049140800385,0.1917841215291601,1.0
184,0.063847501,0.063555272,0.065096596,0.103910274,0.18270244437846314,0.17864071665120837,0.10214008425360903,0.1374350605179225,1.0
186,0.079674883,0.079308309,0.081087203,0.134146297,0.22664554236292953,0.23787025191735303,0.1420353278776297,0.18621487814102172,1.0
187,0.111265668,0.111096037,0.11211007,0.17370859,0.1973945268940457,0.1883224072956149,0.15150998802257387,0.1710662289586049,1.0
188,0.055791194,0.055663179,0.056101318,0.089105473,0.1391806818284791,0.13983755594200917,0.08478048677724163,0.11042156068948793,1.0
189,0.106799462,0.105435907,0.104094979,0.159644297,0.23386426164093782,0.26686920569201783,0.15992569517903085,0.20682840314054513,1.0
191,0.049243026,0.049570088,0.050749235,0.077882822,0.1565001405133042,0.10333811340829885,0.06542109469892286,0.08277708379889741,1.0
192,0.06593032,0.066014672,0.066197728,0.1037484,0.16570854340923083,0.12797209774764404,0.0907150048300699,0.11005536651169985,1.0
193,0.073440784,0.07248391,0.071835192,0.120292569,0.1918400278481206,0.20322526170094043,0.11988654694463705,0.15740018469673936,1.0
194,0.072910813,0.07310963,0.073709618,0.116356139,0.21032618918997822,0.18021461371926076,0.11046402492898481,0.1435427469222163,1.0
195,0.096304152,0.096325246,0.094935316,0.160425227,0.20732590781616897,0.2131705543692178,0.15203586967244287,0.17636140454854562,1.0
196,0.072127083,0.071340134,0.072252,0.112939158,0.17162663202681744,0.16844710449109307,0.11815447209086041,0.14233401959368105,1.0
197,0.114344378,0.11493137,0.115136979,0.172127226,0.2130222687036826,0.22758836094681292,0.15524040969422978,0.18805200112044188,1.0
201,0.074891727,0.075559164,0.075427282,0.115698703,0.17942460519215772,0.1762437544953881,0.10734947635156775,0.13789242175959748,1.0
202,0.084328207,0.085146421,0.08534053,0.132881276,0.18287314561907742,0.16070248063076958,0.11884498853206663,0.1434712376868777,1.0
203,0.083074206,0.082519918,0.084736284,0.133612056,0.21421943890758835,0.24113720032769792,0.13573811004700215,0.180887646487145,1.0
204,0.090107083,0.08945767,0.090147373,0.139663283,0.20904375569082717,0.1976075622842456,0.1731835532866914,0.1890302745315096,1.0
205,0.094861028,0.094967882,0.092821394,0.150053197,0.19644248560661118,0.1984838164061715,0.13692215698482818,0.16475812930293895,1.0
206,0.073473982,0.073729778,0.073005291,0.110920248,0.19260749035103245,0.16630584654672464,0.10161316842950645,0.13150562985575553,1.0
207,0.046113799,0.045980465,0.046360596,0.074280146,0.1509288073086882,0.09547466855377514,0.06195838519740125,0.07666530977053695,1.0
208,0.067640271,0.067085755,0.067778302,0.116067626,0.23125670651208893,0.2504568639029851,0.1284294415573711,0.1822206796445953,1.0
209,0.071249815,0.071228357,0.073031002,0.112638859,0.18174280341824098,0.17319961487491656,0.1051836589359562,0.13633596910331022,1.0
210,0.102736583,0.102252639,0.104224996,0.154302359,0.24065885588519934,0.27210907850365523,0.1622893668171715,0.21147690258082613,1.0
211,0.05770073,0.057377182,0.059621661,0.091593081,0.15890969743254615,0.1158946309177366,0.0779707048615585,0.0953132892659064,1.0
212,0.067973904,0.067887255,0.069329743,0.108564606,0.1575733939982966,0.13242065779668136,0.09533651826547654,0.11609105716115513,1.0
213,0.098950586,0.099259427,0.102901286,0.157808267,0.2038883716526068,0.20262419735227138,0.1452189233733586,0.17492709091827893,1.0
214,0.049435547,0.049545691,0.051115536,0.078985936,0.14128115031355046,0.10878688964506236,0.06987602260693128,0.08797597280495831,1.0
215,0.109611588,0.109928117,0.111280461,0.165290119,0.23724296200455894,0.19837031133601832,0.14754512699652114,0.17523936975897753,1.0
216,0.068632659,0.068795678,0.069682761,0.109531323,0.1699839517015211,0.15391870731426185,0.10519822558706332,0.13174506667224622,1.0
217,0.108782089,0.108905279,0.106958275,0.156311706,0.172526684938306,0.18338236089282695,0.14576347710227916,0.16345537750957811,1.0
218,0.100727752,0.100867008,0.10328744,0.159089774,0.21462068970985676,0.22687771319404723,0.14928257310362772,0.187451089506298,1.0
219,0.107462856,0.107884686,0.107852686,0.165873062,0.1755220971066984,0.17757874299860565,0.150657391817851,0.16939324927148255,1.0
220,0.118174401,0.117779841,0.120643113,0.179301161,0.1840998040030778,0.18717242838248146,0.15836679563820455,0.1750099539461852,1.0
221,0.144914568,0.144612494,0.141439941,0.207592641,0.26399634526597776,0.29890460229930726,0.19763689685053265,0.24461542017879084,1.0
222,0.109474785,0.10964767,0.109562763,0.161842108,0.17671827457089437,0.17334465942870575,0.13928127644687116,0.15801547389457837,1.0
223,0.127666661,0.126547435,0.125460689,0.182959377,0.22837221561655552,0.24549793659898328,0.17633142389362177,0.21025758626974517,1.0
224,0.078601985,0.078407181,0.079849256,0.122051668,0.16291603387542897,0.1493074457833266,0.10912685908824013,0.1254732466586302,1.0
225,0.09977156,0.099831525,0.100842338,0.150720716,0.23163572924395778,0.24715130654924158,0.14404006355903792,0.19084072424132834,1.0
226,0.093711032,0.094164673,0.096764902,0.155512538,0.2001679413653003,0.20579562502846144,0.14559017144777975,0.1764337966797528,1.0
227,0.068414208,0.068291991,0.069246479,0.110038966,0.16058889951333902,0.1491030236246477,0.10301226638411572,0.12273268029341922,1.0
228,0.075373183,0.074046092,0.074307797,0.118606748,0.1739052039865781,0.17234274498256072,0.1096695124518888,0.1394051504394964,1.0
230,0.090241676,0.090416734,0.091190094,0.141929682,0.22040140608113615,0.24597315953995158,0.14364304377601914,0.18927829958925632,1.0
