time,sbi,PrecpHour,UVI,td,HUMD,H_24R,PRES,TEMP,WDSE,comfort,WD_E,WD_ENE,WD_ESE,WD_N,WD_NE,WD_NNE,WD_NNW,WD_NW,WD_S,WD_SE,WD_SSE,WD_SSW,WD_SW,WD_W,WD_WNW,WD_WSW,wkdy_0,wkdy_1,wkdy_2,wkdy_3,wkdy_4,wkdy_5,wkdy_6,hrs_0,hrs_1,hrs_10,hrs_11,hrs_12,hrs_13,hrs_14,hrs_15,hrs_16,hrs_17,hrs_18,hrs_19,hrs_2,hrs_20,hrs_21,hrs_22,hrs_23,hrs_3,hrs_4,hrs_5,hrs_6,hrs_7,hrs_8,hrs_9,holiday,sbi_1h,sbi_2h,sbi_3h,sbi_4h,sbi_5h,sbi_6h,sbi_7h,sbi_8h,sbi_9h,sbi_10h,sbi_11h,sbi_12h,sbi_1d,sbi_2d,sbi_3d,sbi_4d,sbi_5d,sbi_6d,sbi_7d
2020-05-21 13:00:00,117,0.0,6,0.7745098039215687,0.810126582278481,0.0,0.2186495176848895,0.6513157894736842,0.12195121951219513,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,105.0,103.0,65.0,65.0,84.0,127.0,128.0,124.0,111.0,26.0,10.0,7.0,47.0,82.0,56.0,132.0,94.0,62.0,69.0
2020-05-21 14:00:00,115,0.0,6,0.7973856209150327,0.8481012658227848,0.0,0.2057877813504851,0.6184210526315789,0.21951219512195125,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,117.0,105.0,103.0,65.0,65.0,84.0,127.0,128.0,124.0,111.0,26.0,10.0,66.0,91.0,64.0,134.0,112.0,31.0,55.0
2020-05-21 15:00:00,120,0.3,6,0.8104575163398693,0.8860759493670886,0.5,0.19935691318328105,0.6052631578947368,0.26829268292682934,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,115.0,117.0,105.0,103.0,65.0,65.0,84.0,127.0,128.0,124.0,111.0,26.0,84.0,104.0,72.0,121.0,118.0,25.0,57.0
2020-05-21 16:00:00,118,1.0,5,0.8137254901960784,0.9240506329113924,2.5,0.19614147909967905,0.5855263157894737,0.19512195121951223,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,120.0,115.0,117.0,105.0,103.0,65.0,65.0,84.0,127.0,128.0,124.0,111.0,90.0,110.0,73.0,126.0,121.0,18.0,66.0
2020-05-21 17:00:00,116,1.0,5,0.8202614379084967,0.9493670886075949,3.0,0.18971061093247868,0.569078947368421,0.24390243902439027,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,118.0,120.0,115.0,117.0,105.0,103.0,65.0,65.0,84.0,127.0,128.0,124.0,87.0,110.0,72.0,97.0,119.0,19.0,73.0
2020-05-21 18:00:00,119,1.0,0,0.8104575163398693,0.9620253164556962,10.5,0.20257234726688308,0.5559210526315789,0.02439024390243903,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,116.0,118.0,120.0,115.0,117.0,105.0,103.0,65.0,65.0,84.0,127.0,128.0,81.0,91.0,89.0,79.0,121.0,31.0,88.0
2020-05-21 19:00:00,120,1.0,0,0.8006535947712418,0.9873417721518988,23.0,0.23794212218649793,0.5526315789473684,0.17073170731707318,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,119.0,116.0,118.0,120.0,115.0,117.0,105.0,103.0,65.0,65.0,84.0,127.0,76.0,92.0,92.0,73.0,112.0,43.0,68.0
2020-05-21 20:00:00,120,1.0,0,0.7973856209150327,0.9873417721518988,7.0,0.22508038585208986,0.5361842105263157,0.24390243902439027,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,120.0,119.0,116.0,118.0,120.0,115.0,117.0,105.0,103.0,65.0,65.0,84.0,64.0,61.0,79.0,65.0,114.0,37.0,47.0
2020-05-21 21:00:00,121,1.0,0,0.7843137254901961,0.9873417721518988,2.5,0.2282958199356919,0.5230263157894737,0.17073170731707318,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,120.0,120.0,119.0,116.0,118.0,120.0,115.0,117.0,105.0,103.0,65.0,65.0,36.0,33.0,48.0,45.0,97.0,32.0,12.0
2020-05-21 22:00:00,116,1.0,0,0.7777777777777778,0.9873417721518988,0.5,0.2315112540192939,0.5296052631578948,0.07317073170731708,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,121.0,120.0,120.0,119.0,116.0,118.0,120.0,115.0,117.0,105.0,103.0,65.0,6.0,6.0,6.0,14.0,50.0,5.0,1.0
2020-05-21 23:00:00,109,1.0,0,0.7810457516339869,0.9873417721518988,1.0,0.21221864951768546,0.5328947368421054,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,116.0,121.0,120.0,120.0,119.0,116.0,118.0,120.0,115.0,117.0,105.0,103.0,1.0,38.0,1.0,5.0,17.0,1.0,0.0
2020-05-22 00:00:00,108,1.0,0,0.7843137254901961,0.9873417721518988,1.5,0.18649517684887665,0.5328947368421054,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,109.0,116.0,121.0,120.0,120.0,119.0,116.0,118.0,120.0,115.0,117.0,105.0,1.0,32.0,1.0,10.0,20.0,1.0,0.0
2020-05-22 01:00:00,107,1.0,0,0.7875816993464052,0.9873417721518988,2.5,0.15434083601286383,0.5296052631578948,0.02439024390243903,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,108.0,109.0,116.0,121.0,120.0,120.0,119.0,116.0,118.0,120.0,115.0,117.0,7.0,26.0,11.0,24.0,23.0,0.0,1.0
2020-05-22 02:00:00,103,1.0,0,0.7843137254901961,0.9873417721518988,1.5,0.1350482315112554,0.5328947368421054,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,107.0,108.0,109.0,116.0,121.0,120.0,120.0,119.0,116.0,118.0,120.0,115.0,10.0,27.0,11.0,22.0,13.0,1.0,13.0
2020-05-22 03:00:00,100,1.0,0,0.7875816993464052,0.9873417721518988,0.5,0.12218649517685098,0.5328947368421054,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,103.0,107.0,108.0,109.0,116.0,121.0,120.0,120.0,119.0,116.0,118.0,120.0,26.0,28.0,21.0,30.0,9.0,27.0,20.0
2020-05-22 04:00:00,99,0.3,0,0.7908496732026145,0.9873417721518988,0.0,0.11897106109324897,0.5394736842105263,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,100.0,103.0,107.0,108.0,109.0,116.0,121.0,120.0,120.0,119.0,116.0,118.0,111.0,28.0,40.0,61.0,23.0,26.0,50.0
2020-05-22 05:00:00,100,0.0,5,0.7973856209150327,0.9873417721518988,0.0,0.1350482315112554,0.5361842105263157,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,99.0,100.0,103.0,107.0,108.0,109.0,116.0,121.0,120.0,120.0,119.0,116.0,124.0,28.0,44.0,78.0,36.0,43.0,88.0
2020-05-22 06:00:00,101,0.0,5,0.8137254901960784,0.9873417721518988,0.0,0.14147909967845942,0.549342105263158,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,100.0,99.0,100.0,103.0,107.0,108.0,109.0,116.0,121.0,120.0,120.0,119.0,128.0,31.0,50.0,80.0,50.0,48.0,97.0
2020-05-22 07:00:00,98,0.0,5,0.8137254901960784,0.9746835443037974,0.0,0.1382636655948574,0.569078947368421,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,101.0,100.0,99.0,100.0,103.0,107.0,108.0,109.0,116.0,121.0,120.0,120.0,127.0,33.0,54.0,78.0,64.0,46.0,97.0
2020-05-22 08:00:00,79,0.4,3,0.8333333333333333,0.9240506329113924,1.5,0.15755627009646583,0.5789473684210527,0.02439024390243903,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,98.0,101.0,100.0,99.0,100.0,103.0,107.0,108.0,109.0,116.0,121.0,120.0,84.0,38.0,59.0,72.0,78.0,37.0,89.0
2020-05-22 09:00:00,83,1.0,3,0.826797385620915,0.9746835443037974,6.5,0.15755627009646583,0.569078947368421,0.19512195121951223,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,79.0,98.0,101.0,100.0,99.0,100.0,103.0,107.0,108.0,109.0,116.0,121.0,65.0,20.0,70.0,47.0,76.0,29.0,59.0
2020-05-22 10:00:00,98,1.0,2,0.8300653594771242,0.9873417721518988,5.0,0.15434083601286383,0.5625000000000001,0.07317073170731708,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,83.0,79.0,98.0,101.0,100.0,99.0,100.0,103.0,107.0,108.0,109.0,116.0,65.0,17.0,68.0,43.0,83.0,41.0,48.0
2020-05-22 11:00:00,98,1.0,2,0.8398692810457516,1.0,2.0,0.14469453376205776,0.5789473684210527,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,98.0,83.0,79.0,98.0,101.0,100.0,99.0,100.0,103.0,107.0,108.0,109.0,103.0,21.0,68.0,41.0,95.0,54.0,49.0
2020-05-22 12:00:00,95,1.0,3,0.8366013071895425,1.0,5.5,0.1350482315112554,0.5855263157894737,0.02439024390243903,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,98.0,98.0,83.0,79.0,98.0,101.0,100.0,99.0,100.0,103.0,107.0,108.0,105.0,38.0,72.0,43.0,119.0,75.0,51.0
2020-05-22 13:00:00,91,1.0,3,0.8529411764705882,1.0,2.5,0.10932475884244658,0.6019736842105262,0.14634146341463417,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,95.0,98.0,98.0,83.0,79.0,98.0,101.0,100.0,99.0,100.0,103.0,107.0,117.0,47.0,82.0,56.0,132.0,94.0,62.0
2020-05-22 14:00:00,86,0.1,3,0.823529411764706,0.9873417721518988,0.0,0.09967845659164053,0.5756578947368421,0.24390243902439027,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,91.0,95.0,98.0,98.0,83.0,79.0,98.0,101.0,100.0,99.0,100.0,103.0,115.0,66.0,91.0,64.0,134.0,112.0,31.0
2020-05-22 15:00:00,86,0.9,3,0.8169934640522876,0.9493670886075949,2.0,0.09967845659164053,0.569078947368421,0.29268292682926833,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,86.0,91.0,95.0,98.0,98.0,83.0,79.0,98.0,101.0,100.0,99.0,100.0,120.0,84.0,104.0,72.0,121.0,118.0,25.0
2020-05-22 16:00:00,96,1.0,3,0.8137254901960784,0.9746835443037974,4.5,0.11575562700964695,0.5657894736842106,0.17073170731707318,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,86.0,86.0,91.0,95.0,98.0,98.0,83.0,79.0,98.0,101.0,100.0,99.0,118.0,90.0,110.0,73.0,126.0,121.0,18.0
2020-05-22 17:00:00,103,1.0,3,0.7941176470588235,0.9873417721518988,17.0,0.12861736334405136,0.5460526315789475,0.17073170731707318,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,96.0,86.0,86.0,91.0,95.0,98.0,98.0,83.0,79.0,98.0,101.0,100.0,116.0,87.0,110.0,72.0,97.0,119.0,19.0
2020-05-22 18:00:00,106,1.0,0,0.7973856209150327,1.0,8.0,0.1511254019292618,0.5460526315789475,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,103.0,96.0,86.0,86.0,91.0,95.0,98.0,98.0,83.0,79.0,98.0,101.0,119.0,81.0,91.0,89.0,79.0,121.0,31.0
2020-05-22 19:00:00,104,1.0,0,0.8006535947712418,1.0,5.5,0.17041800643087024,0.5460526315789475,0.02439024390243903,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,106.0,103.0,96.0,86.0,86.0,91.0,95.0,98.0,98.0,83.0,79.0,98.0,120.0,76.0,92.0,92.0,73.0,112.0,43.0
2020-05-22 20:00:00,103,1.0,0,0.7973856209150327,0.9873417721518988,3.0,0.18649517684887665,0.5361842105263157,0.04878048780487806,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,104.0,106.0,103.0,96.0,86.0,86.0,91.0,95.0,98.0,98.0,83.0,79.0,120.0,64.0,61.0,79.0,65.0,114.0,37.0
2020-05-22 21:00:00,103,1.0,0,0.7941176470588235,1.0,6.5,0.20257234726688308,0.5361842105263157,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,103.0,104.0,106.0,103.0,96.0,86.0,86.0,91.0,95.0,98.0,98.0,83.0,121.0,36.0,33.0,48.0,45.0,97.0,32.0
2020-05-22 22:00:00,103,1.0,0,0.7941176470588235,0.9873417721518988,2.5,0.19292604501607702,0.5427631578947368,0.04878048780487806,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,103.0,103.0,104.0,106.0,103.0,96.0,86.0,86.0,91.0,95.0,98.0,98.0,116.0,6.0,6.0,6.0,14.0,50.0,5.0
2020-05-22 23:00:00,102,0.8,0,0.7941176470588235,0.9873417721518988,0.5,0.1768488745980706,0.5361842105263157,0.09756097560975611,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,103.0,103.0,103.0,104.0,106.0,103.0,96.0,86.0,86.0,91.0,95.0,98.0,109.0,1.0,38.0,1.0,5.0,17.0,1.0
2020-05-23 00:00:00,100,0.9,0,0.7908496732026145,0.9873417721518988,0.5,0.17041800643087024,0.5361842105263157,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,102.0,103.0,103.0,103.0,104.0,106.0,103.0,96.0,86.0,86.0,91.0,95.0,108.0,1.0,32.0,1.0,10.0,20.0,1.0
2020-05-23 01:00:00,99,1.0,0,0.7843137254901961,0.9873417721518988,1.5,0.1607717041800642,0.5328947368421054,0.02439024390243903,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,100.0,102.0,103.0,103.0,103.0,104.0,106.0,103.0,96.0,86.0,86.0,91.0,107.0,7.0,26.0,11.0,24.0,23.0,0.0
2020-05-23 02:00:00,95,0.9,0,0.7810457516339869,0.9873417721518988,1.0,0.1511254019292618,0.5263157894736842,0.17073170731707318,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,99.0,100.0,102.0,103.0,103.0,103.0,104.0,106.0,103.0,96.0,86.0,86.0,103.0,10.0,27.0,11.0,22.0,13.0,1.0
2020-05-23 03:00:00,93,0.0,0,0.7777777777777778,0.9873417721518988,0.0,0.1511254019292618,0.5197368421052632,0.19512195121951223,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,95.0,99.0,100.0,102.0,103.0,103.0,103.0,104.0,106.0,103.0,96.0,86.0,100.0,26.0,28.0,21.0,30.0,9.0,27.0
2020-05-23 04:00:00,90,0.9,0,0.7745098039215687,1.0,0.0,0.1672025723472682,0.5164473684210527,0.3170731707317074,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,93.0,95.0,99.0,100.0,102.0,103.0,103.0,103.0,104.0,106.0,103.0,96.0,99.0,111.0,28.0,40.0,61.0,23.0,26.0
2020-05-23 05:00:00,88,1.0,3,0.7745098039215687,0.9873417721518988,0.5,0.18327974276527464,0.5164473684210527,0.26829268292682934,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,90.0,93.0,95.0,99.0,100.0,102.0,103.0,103.0,103.0,104.0,106.0,103.0,100.0,124.0,28.0,44.0,78.0,36.0,43.0
2020-05-23 06:00:00,86,1.0,3,0.7810457516339869,1.0,0.5,0.20900321543408346,0.5164473684210527,0.09756097560975611,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,88.0,90.0,93.0,95.0,99.0,100.0,102.0,103.0,103.0,103.0,104.0,106.0,101.0,128.0,31.0,50.0,80.0,50.0,48.0
2020-05-23 07:00:00,83,1.0,3,0.7875816993464052,0.9873417721518988,1.0,0.2218649517684915,0.5328947368421054,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,86.0,88.0,90.0,93.0,95.0,99.0,100.0,102.0,103.0,103.0,103.0,104.0,98.0,127.0,33.0,54.0,78.0,64.0,46.0
2020-05-23 08:00:00,70,1.0,3,0.7908496732026145,0.9873417721518988,1.5,0.24115755627009627,0.5394736842105263,0.02439024390243903,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,83.0,86.0,88.0,90.0,93.0,95.0,99.0,100.0,102.0,103.0,103.0,103.0,79.0,84.0,38.0,59.0,72.0,78.0,37.0
2020-05-23 09:00:00,82,1.0,3,0.803921568627451,0.9873417721518988,3.0,0.2508038585209023,0.5427631578947368,0.04878048780487806,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,70.0,83.0,86.0,88.0,90.0,93.0,95.0,99.0,100.0,102.0,103.0,103.0,83.0,65.0,20.0,70.0,47.0,76.0,29.0
2020-05-23 10:00:00,85,1.0,4,0.8104575163398693,0.9746835443037974,0.5,0.25401929260450434,0.5559210526315789,0.04878048780487806,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,82.0,70.0,83.0,86.0,88.0,90.0,93.0,95.0,99.0,100.0,102.0,103.0,98.0,65.0,17.0,68.0,43.0,83.0,41.0
2020-05-23 11:00:00,84,1.0,4,0.8071895424836601,0.9113924050632911,0.0,0.2475884244373003,0.5822368421052633,0.12195121951219513,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,85.0,82.0,70.0,83.0,86.0,88.0,90.0,93.0,95.0,99.0,100.0,102.0,98.0,103.0,21.0,68.0,41.0,95.0,54.0
2020-05-23 12:00:00,102,1.0,3,0.8071895424836601,0.8860759493670886,0.0,0.23794212218649793,0.5723684210526315,0.34146341463414637,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,84.0,85.0,82.0,70.0,83.0,86.0,88.0,90.0,93.0,95.0,99.0,100.0,95.0,105.0,38.0,72.0,43.0,119.0,75.0
2020-05-23 13:00:00,114,1.0,3,0.8071895424836601,0.8860759493670886,1.0,0.23794212218649793,0.5723684210526315,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,102.0,84.0,85.0,82.0,70.0,83.0,86.0,88.0,90.0,93.0,95.0,99.0,91.0,117.0,47.0,82.0,56.0,132.0,94.0
2020-05-23 14:00:00,115,0.2,5,0.803921568627451,0.8607594936708861,0.0,0.2282958199356919,0.5723684210526315,0.29268292682926833,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,114.0,102.0,84.0,85.0,82.0,70.0,83.0,86.0,88.0,90.0,93.0,95.0,86.0,115.0,66.0,91.0,64.0,134.0,112.0
2020-05-23 15:00:00,125,0.0,7,0.7941176470588235,0.8987341772151899,0.0,0.2218649517684915,0.5657894736842106,0.14634146341463417,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,115.0,114.0,102.0,84.0,85.0,82.0,70.0,83.0,86.0,88.0,90.0,93.0,86.0,120.0,84.0,104.0,72.0,121.0,118.0
2020-05-23 16:00:00,121,0.0,7,0.7843137254901961,0.8987341772151899,0.0,0.2347266881028959,0.5625000000000001,0.12195121951219513,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,125.0,115.0,114.0,102.0,84.0,85.0,82.0,70.0,83.0,86.0,88.0,90.0,96.0,118.0,90.0,110.0,73.0,126.0,121.0
2020-05-23 17:00:00,128,0.0,7,0.7712418300653595,0.8987341772151899,0.0,0.24115755627009627,0.5657894736842106,0.19512195121951223,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,121.0,125.0,115.0,114.0,102.0,84.0,85.0,82.0,70.0,83.0,86.0,88.0,103.0,116.0,87.0,110.0,72.0,97.0,119.0
2020-05-23 18:00:00,147,0.0,0,0.761437908496732,0.8987341772151899,0.0,0.2508038585209023,0.5592105263157895,0.09756097560975611,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,128.0,121.0,125.0,115.0,114.0,102.0,84.0,85.0,82.0,70.0,83.0,86.0,106.0,119.0,81.0,91.0,89.0,79.0,121.0
2020-05-23 19:00:00,130,0.0,0,0.7777777777777778,0.9240506329113924,0.0,0.26688102893890875,0.5559210526315789,0.21951219512195125,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,147.0,128.0,121.0,125.0,115.0,114.0,102.0,84.0,85.0,82.0,70.0,83.0,104.0,120.0,76.0,92.0,92.0,73.0,112.0
