time,sbi,station_id,tot,PrecpHour,UVI,Visb,td,HUMD,H_24R,PRES,TEMP,WDSE,comfort,WD_E,WD_ENE,WD_ESE,WD_N,WD_NE,WD_NNE,WD_NNW,WD_NW,WD_S,WD_SE,WD_SSE,WD_SSW,WD_SW,WD_W,WD_WNW,WD_WSW,wkdy_0,wkdy_1,wkdy_2,wkdy_3,wkdy_4,wkdy_5,wkdy_6,hrs_0,hrs_1,hrs_10,hrs_11,hrs_12,hrs_13,hrs_14,hrs_15,hrs_16,hrs_17,hrs_18,hrs_19,hrs_2,hrs_20,hrs_21,hrs_22,hrs_23,hrs_3,hrs_4,hrs_5,hrs_6,hrs_7,hrs_8,hrs_9,holiday,sbi_1h,sbi_2h,sbi_3h,sbi_4h,sbi_5h,sbi_6h,sbi_7h,sbi_8h,sbi_9h,sbi_10h,sbi_11h,sbi_12h,sbi_1d,sbi_2d,sbi_3d,sbi_4d,sbi_5d,sbi_6d,sbi_7d,y_sbi,percet
2020-05-14 13:00:00,69,1.0,180,0.0,7,1.48,19.5,49.0,0.0,1002.7,32.4,0.9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,,,,,,,,,,,,,,,55.0,38.33
2020-05-14 14:00:00,55,1.0,180,0.0,6,2.03,19.1,55.0,0.0,1002.1,31.6,0.3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,69.0,,,,,,,,,,,,,,,,,,,57.0,30.56
2020-05-14 15:00:00,57,1.0,180,0.0,5,1.12,21.0,57.0,0.0,1002.0,30.8,0.4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,55.0,69.0,,,,,,,,,,,,,,,,,,66.0,31.67
2020-05-14 16:00:00,66,1.0,180,0.0,5,0.36,21.4,60.0,0.0,1002.2,29.8,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,57.0,55.0,69.0,,,,,,,,,,,,,,,,,73.0,36.67
2020-05-14 17:00:00,73,1.0,180,0.0,5,0.0,22.3,66.0,0.0,1002.3,28.6,0.8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,66.0,57.0,55.0,69.0,,,,,,,,,,,,,,,,88.0,40.56
2020-05-14 18:00:00,88,1.0,180,0.0,0,0.0,22.5,73.0,0.0,1002.5,27.3,0.9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,73.0,66.0,57.0,55.0,69.0,,,,,,,,,,,,,,,68.0,48.89
2020-05-14 19:00:00,68,1.0,180,0.0,0,0.0,22.6,75.0,0.0,1003.1,27.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,88.0,73.0,66.0,57.0,55.0,69.0,,,,,,,,,,,,,,47.0,37.78
2020-05-14 20:00:00,47,1.0,180,0.0,0,0.0,22.7,76.0,0.0,1003.6,26.8,0.2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,68.0,88.0,73.0,66.0,57.0,55.0,69.0,,,,,,,,,,,,,12.0,26.11
2020-05-14 21:00:00,12,1.0,180,0.0,0,0.0,22.9,74.0,0.0,1003.8,27.1,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,47.0,68.0,88.0,73.0,66.0,57.0,55.0,69.0,,,,,,,,,,,,1.0,6.67
2020-05-14 22:00:00,1,1.0,180,0.0,0,0.0,22.7,77.0,0.0,1003.5,26.6,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,12.0,47.0,68.0,88.0,73.0,66.0,57.0,55.0,69.0,,,,,,,,,,,0.0,0.56
2020-05-14 23:00:00,0,1.0,180,0.0,0,0.0,22.8,78.0,0.0,1003.2,26.5,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,1.0,12.0,47.0,68.0,88.0,73.0,66.0,57.0,55.0,69.0,,,,,,,,,,0.0,0.0
2020-05-15 00:00:00,0,1.0,180,0.0,0,0.0,22.7,81.0,0.0,1002.5,25.8,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,1.0,12.0,47.0,68.0,88.0,73.0,66.0,57.0,55.0,69.0,,,,,,,,,1.0,0.0
2020-05-15 01:00:00,1,1.0,180,0.0,0,0.0,22.8,81.0,0.0,1002.4,25.6,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,1.0,12.0,47.0,68.0,88.0,73.0,66.0,57.0,55.0,69.0,,,,,,,,13.0,0.56
2020-05-15 02:00:00,13,1.0,180,0.0,0,0.0,22.7,84.0,0.0,1002.0,24.9,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1.0,0.0,0.0,1.0,12.0,47.0,68.0,88.0,73.0,66.0,57.0,55.0,,,,,,,,20.0,7.22
2020-05-15 03:00:00,20,1.0,180,0.0,0,0.0,22.6,83.0,0.0,1002.1,24.9,0.2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,13.0,1.0,0.0,0.0,1.0,12.0,47.0,68.0,88.0,73.0,66.0,57.0,,,,,,,,50.0,11.11
2020-05-15 04:00:00,50,1.0,180,0.0,0,0.0,22.6,85.0,0.0,1002.4,24.4,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,20.0,13.0,1.0,0.0,0.0,1.0,12.0,47.0,68.0,88.0,73.0,66.0,,,,,,,,88.0,27.78
2020-05-15 05:00:00,88,1.0,180,0.0,5,0.04,22.2,83.0,0.0,1002.3,24.6,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,50.0,20.0,13.0,1.0,0.0,0.0,1.0,12.0,47.0,68.0,88.0,73.0,,,,,,,,97.0,48.89
2020-05-15 06:00:00,97,1.0,180,0.0,5,0.72,21.8,76.0,0.0,1002.5,26.4,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,88.0,50.0,20.0,13.0,1.0,0.0,0.0,1.0,12.0,47.0,68.0,88.0,,,,,,,,97.0,53.89
2020-05-15 07:00:00,97,1.0,180,0.0,5,1.49,18.2,67.0,0.0,1002.4,28.6,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,97.0,88.0,50.0,20.0,13.0,1.0,0.0,0.0,1.0,12.0,47.0,68.0,,,,,,,,89.0,53.89
2020-05-15 08:00:00,89,1.0,180,0.0,5,2.25,17.9,60.0,0.0,1002.2,30.5,0.3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,97.0,97.0,88.0,50.0,20.0,13.0,1.0,0.0,0.0,1.0,12.0,47.0,,,,,,,,59.0,49.44
2020-05-15 09:00:00,59,1.0,180,0.0,5,3.0,19.4,48.0,0.0,1002.1,32.5,0.2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,89.0,97.0,97.0,88.0,50.0,20.0,13.0,1.0,0.0,0.0,1.0,12.0,,,,,,,,48.0,32.78
2020-05-15 10:00:00,48,1.0,180,0.0,5,3.39,19.2,46.0,0.0,1001.7,33.3,0.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,59.0,89.0,97.0,97.0,88.0,50.0,20.0,13.0,1.0,0.0,0.0,1.0,,,,,,,,49.0,26.67
2020-05-15 11:00:00,49,1.0,180,0.0,5,3.61,19.3,53.0,0.0,1001.4,32.4,0.1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,48.0,59.0,89.0,97.0,97.0,88.0,50.0,20.0,13.0,1.0,0.0,0.0,,,,,,,,51.0,27.22
2020-05-15 12:00:00,51,1.0,180,0.0,5,3.36,19.2,53.0,0.0,1001.2,32.0,0.7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,49.0,48.0,59.0,89.0,97.0,97.0,88.0,50.0,20.0,13.0,1.0,0.0,,,,,,,,62.0,28.33
2020-05-15 13:00:00,62,1.0,180,0.0,5,1.24,21.5,59.0,0.0,1001.0,31.0,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,51.0,49.0,48.0,59.0,89.0,97.0,97.0,88.0,50.0,20.0,13.0,1.0,69.0,,,,,,,31.0,34.44
2020-05-15 14:00:00,31,1.0,180,0.0,5,0.76,22.2,62.0,0.0,1000.9,30.0,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,62.0,51.0,49.0,48.0,59.0,89.0,97.0,97.0,88.0,50.0,20.0,13.0,55.0,,,,,,,25.0,17.22
2020-05-15 15:00:00,25,1.0,180,0.0,5,0.76,22.0,64.0,0.0,1000.6,30.8,0.6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,31.0,62.0,51.0,49.0,48.0,59.0,89.0,97.0,97.0,88.0,50.0,20.0,57.0,,,,,,,18.0,13.89
2020-05-15 16:00:00,18,1.0,180,0.0,5,0.47,23.3,67.0,0.0,1000.4,30.1,0.7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,25.0,31.0,62.0,51.0,49.0,48.0,59.0,89.0,97.0,97.0,88.0,50.0,66.0,,,,,,,19.0,10.0
2020-05-15 17:00:00,19,1.0,180,0.0,5,0.24,23.1,70.0,0.0,1000.9,29.4,0.4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,18.0,25.0,31.0,62.0,51.0,49.0,48.0,59.0,89.0,97.0,97.0,88.0,73.0,,,,,,,31.0,10.56
2020-05-15 18:00:00,31,1.0,180,0.0,0,0.0,23.7,73.0,0.0,1001.1,29.2,0.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,19.0,18.0,25.0,31.0,62.0,51.0,49.0,48.0,59.0,89.0,97.0,97.0,88.0,,,,,,,43.0,17.22
2020-05-15 19:00:00,43,1.0,180,0.0,0,0.0,23.4,74.0,0.0,1001.6,28.4,0.1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,31.0,19.0,18.0,25.0,31.0,62.0,51.0,49.0,48.0,59.0,89.0,97.0,68.0,,,,,,,37.0,23.89
2020-05-15 20:00:00,37,1.0,180,0.0,0,0.0,24.1,75.0,0.0,1001.6,27.8,0.2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,43.0,31.0,19.0,18.0,25.0,31.0,62.0,51.0,49.0,48.0,59.0,89.0,47.0,,,,,,,32.0,20.56
2020-05-15 21:00:00,32,1.0,180,0.0,0,0.0,24.2,78.0,0.0,1002.1,27.4,0.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,37.0,43.0,31.0,19.0,18.0,25.0,31.0,62.0,51.0,49.0,48.0,59.0,12.0,,,,,,,5.0,17.78
2020-05-15 22:00:00,5,1.0,180,0.0,0,0.0,23.9,80.0,0.0,1001.6,27.1,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,32.0,37.0,43.0,31.0,19.0,18.0,25.0,31.0,62.0,51.0,49.0,48.0,1.0,,,,,,,1.0,2.78
2020-05-15 23:00:00,1,1.0,180,0.0,0,0.0,23.9,82.0,0.0,1001.1,26.7,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,5.0,32.0,37.0,43.0,31.0,19.0,18.0,25.0,31.0,62.0,51.0,49.0,0.0,,,,,,,1.0,0.56
2020-05-16 00:00:00,1,1.0,180,0.0,0,0.0,23.4,85.0,0.0,1000.8,26.1,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,5.0,32.0,37.0,43.0,31.0,19.0,18.0,25.0,31.0,62.0,51.0,0.0,,,,,,,0.0,0.56
2020-05-16 01:00:00,0,1.0,180,0.0,0,0.0,22.7,86.0,0.0,1000.8,25.8,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,1.0,5.0,32.0,37.0,43.0,31.0,19.0,18.0,25.0,31.0,62.0,1.0,,,,,,,1.0,0.0
2020-05-16 02:00:00,1,1.0,180,0.0,0,0.0,23.2,84.0,0.0,1000.7,25.6,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0.0,1.0,1.0,5.0,32.0,37.0,43.0,31.0,19.0,18.0,25.0,31.0,13.0,,,,,,,27.0,0.56
2020-05-16 03:00:00,27,1.0,180,0.0,0,0.0,22.8,86.0,0.0,1001.0,25.4,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1.0,0.0,1.0,1.0,5.0,32.0,37.0,43.0,31.0,19.0,18.0,25.0,20.0,,,,,,,26.0,15.0
2020-05-16 04:00:00,26,1.0,180,0.0,0,0.0,23.0,85.0,0.0,1001.6,25.5,0.2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,27.0,1.0,0.0,1.0,1.0,5.0,32.0,37.0,43.0,31.0,19.0,18.0,50.0,,,,,,,43.0,14.44
2020-05-16 05:00:00,43,1.0,180,0.0,6,0.07,22.6,85.0,0.0,1002.0,25.5,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,26.0,27.0,1.0,0.0,1.0,1.0,5.0,32.0,37.0,43.0,31.0,19.0,88.0,,,,,,,48.0,23.89
2020-05-16 06:00:00,48,1.0,180,0.0,6,0.42,22.3,83.0,0.0,1002.0,26.1,0.1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,43.0,26.0,27.0,1.0,0.0,1.0,1.0,5.0,32.0,37.0,43.0,31.0,97.0,,,,,,,46.0,26.67
2020-05-16 07:00:00,46,1.0,180,0.0,6,0.85,22.1,75.0,0.0,1002.4,28.4,0.1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,48.0,43.0,26.0,27.0,1.0,0.0,1.0,1.0,5.0,32.0,37.0,43.0,97.0,,,,,,,37.0,25.56
2020-05-16 08:00:00,37,1.0,180,0.0,7,1.62,21.2,66.0,0.0,1002.4,30.5,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,46.0,48.0,43.0,26.0,27.0,1.0,0.0,1.0,1.0,5.0,32.0,37.0,89.0,,,,,,,29.0,20.56
2020-05-16 09:00:00,29,1.0,180,0.0,7,2.86,19.9,59.0,0.0,1002.8,32.9,0.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,37.0,46.0,48.0,43.0,26.0,27.0,1.0,0.0,1.0,1.0,5.0,32.0,59.0,,,,,,,41.0,16.11
2020-05-16 10:00:00,41,1.0,180,0.0,7,1.97,20.9,53.0,0.0,1001.9,33.1,0.3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,29.0,37.0,46.0,48.0,43.0,26.0,27.0,1.0,0.0,1.0,1.0,5.0,48.0,,,,,,,54.0,22.78
2020-05-16 11:00:00,54,1.0,180,0.0,6,2.09,22.5,61.0,0.0,1001.3,32.0,1.2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,41.0,29.0,37.0,46.0,48.0,43.0,26.0,27.0,1.0,0.0,1.0,1.0,49.0,,,,,,,75.0,30.0
2020-05-16 12:00:00,75,1.0,180,0.0,5,3.17,21.1,63.0,0.0,1000.6,31.3,1.6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,54.0,41.0,29.0,37.0,46.0,48.0,43.0,26.0,27.0,1.0,0.0,1.0,51.0,,,,,,,94.0,41.67
2020-05-16 13:00:00,94,1.0,180,0.3,5,0.2,24.6,82.0,0.0,1000.6,27.7,2.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,75.0,54.0,41.0,29.0,37.0,46.0,48.0,43.0,26.0,27.0,1.0,0.0,62.0,69.0,,,,,,112.0,52.22
2020-05-16 14:00:00,112,1.0,180,1.0,6,0.0,23.9,88.0,9.0,1001.1,24.2,1.2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,94.0,75.0,54.0,41.0,29.0,37.0,46.0,48.0,43.0,26.0,27.0,1.0,31.0,55.0,,,,,,118.0,62.22
2020-05-16 15:00:00,118,1.0,180,1.0,7,0.0,23.9,91.0,2.5,1001.8,23.8,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,112.0,94.0,75.0,54.0,41.0,29.0,37.0,46.0,48.0,43.0,26.0,27.0,25.0,57.0,,,,,,121.0,65.56
2020-05-16 16:00:00,121,1.0,180,1.0,7,0.28,24.4,92.0,1.0,1000.6,24.5,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,118.0,112.0,94.0,75.0,54.0,41.0,29.0,37.0,46.0,48.0,43.0,26.0,18.0,66.0,,,,,,119.0,67.22
2020-05-16 17:00:00,119,1.0,180,0.8,7,0.47,25.2,91.0,1.0,1000.9,24.9,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,121.0,118.0,112.0,94.0,75.0,54.0,41.0,29.0,37.0,46.0,48.0,43.0,19.0,73.0,,,,,,121.0,66.11
2020-05-16 18:00:00,121,1.0,180,0.0,0,0.05,25.4,87.0,0.0,1001.1,25.3,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,119.0,121.0,118.0,112.0,94.0,75.0,54.0,41.0,29.0,37.0,46.0,48.0,31.0,88.0,,,,,,112.0,67.22
2020-05-16 19:00:00,112,1.0,180,0.3,0,0.0,24.6,88.0,0.5,1001.0,25.3,1.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,121.0,119.0,121.0,118.0,112.0,94.0,75.0,54.0,41.0,29.0,37.0,46.0,43.0,68.0,,,,,,114.0,62.22
2020-05-16 20:00:00,114,1.0,180,0.0,0,0.0,24.5,88.0,0.0,1000.6,25.1,0.3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,112.0,121.0,119.0,121.0,118.0,112.0,94.0,75.0,54.0,41.0,29.0,37.0,37.0,47.0,,,,,,97.0,63.33
2020-05-16 21:00:00,97,1.0,180,0.0,0,0.0,23.9,83.0,0.0,1000.0,25.3,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,114.0,112.0,121.0,119.0,121.0,118.0,112.0,94.0,75.0,54.0,41.0,29.0,32.0,12.0,,,,,,50.0,53.89
2020-05-16 22:00:00,50,1.0,180,0.0,0,0.0,22.9,86.0,0.0,1000.6,24.7,0.1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,97.0,114.0,112.0,121.0,119.0,121.0,118.0,112.0,94.0,75.0,54.0,41.0,5.0,1.0,,,,,,17.0,27.78
2020-05-16 23:00:00,17,1.0,180,0.0,0,0.0,22.8,86.0,0.0,1000.1,24.1,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,50.0,97.0,114.0,112.0,121.0,119.0,121.0,118.0,112.0,94.0,75.0,54.0,1.0,0.0,,,,,,20.0,9.44
2020-05-17 00:00:00,20,1.0,180,0.0,0,0.0,22.2,86.0,0.0,999.2,24.0,0.2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,17.0,50.0,97.0,114.0,112.0,121.0,119.0,121.0,118.0,112.0,94.0,75.0,1.0,0.0,,,,,,23.0,11.11
2020-05-17 01:00:00,23,1.0,180,0.0,0,0.0,21.9,87.0,0.0,998.6,23.6,0.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,20.0,17.0,50.0,97.0,114.0,112.0,121.0,119.0,121.0,118.0,112.0,94.0,0.0,1.0,,,,,,13.0,12.78
2020-05-17 02:00:00,13,1.0,180,0.0,0,0.0,21.8,87.0,0.0,998.4,23.3,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,23.0,20.0,17.0,50.0,97.0,114.0,112.0,121.0,119.0,121.0,118.0,112.0,1.0,13.0,,,,,,9.0,7.22
